"PlayerID","BackgroundName","ProjectionMiddle","Keeper","PricePrice","PricePricedat","PriceMMrating","DraftRank","KeeperRank","BackgroundIcon1","BackgroundIcon2","BackgroundIcon3","Comment","Short","PreseasonGame1","PreseasonGame2","PreseasonGT","PositionRankonprice","PositionRankon2022average","PositionRankonPPM","PositionRankonlast5","PositionRankoncareerhigh","Price150k","Price85","Pricecareerhigh","ConsistencyHigh","ConsistencyLow","Consistency120","Consistency100","Consistency90","Consistency70","Consistency50tog","ConsistencyCBAHigh","ConsistencyCBALow","ConsistencyCBA120","ConsistencyCBA100","ConsistencyCBA90","ConsistencyCBA70","ConsistencyCBA50tog","ConsistencyKIHigh","ConsistencyKILow","ConsistencyKI120","ConsistencyKI100","ConsistencyKI90","ConsistencyKI70","ConsistencyKI50tog","SplitsRegular","SplitsVregular","SplitsH1","SplitsVH1","SplitsH2","SplitsVH2","SplitsLast5","SplitsVLast5","SplitsFinals","SplitsVfinals","SplitsExlowest","SplitsVexlowest","BestAverage","2022Average","2021Average","2020Average","2019Average","2018Average","2017Average","BestRank","2022Rank","2021Rank","2020Rank","2019Rank","2018Rank","2017Rank","Best100GT","2022100GT","2021100GT","2020100GT","2019100GT","2018100GT","2017100GT","BestTrend","2022Trend","2021Trend","2020Trend","2019Trend","2018Trend","2017Trend","StatDisposals","StatEfficiency","StatContested","StatClangers","StatTackles","StatValue","Stat22Disposals","Stat22Efficiency","Stat22Contested","Stat22Clangers","Stat22Tackles","Stat22Value","StatLabel","KeeperOrder","PositionRankon2023average","SplitsEx50TOG","2023Average","2024Rank","2023Rank","2024100GT","2023100GT","2024Trend","2023Trend","2024Average","PositionRankon2024average","StatClearances","StatIntercepts","StatHta","StatGoals","Stat22Clearances","Stat22Intercepts","Stat22Hta","Stat22Goals"
"CD_I1006028","Nick Blakey",98,105,525200,97,"Fair","D23","D12",29,3,0,NULL,"Career best 97 in the running defender role, his lack of slow/cheap footy will likely mean he won't challenge the top 6 who are 110+ these days",NULL,62,134,17,NULL,18,26,17,125,-1,0,148,43," 4 / 26"," 10 / 26"," 10 / 26"," 5 / 26"," 0 / 26",0,0,0,0,0,0,NULL,56,22,47,43,34,43,NULL,97,0,101,-4,94,3,95,2,90,7,NULL,0,97,83,60,59,54,NULL,NULL,125,121,269,254,254,NULL,NULL,115,105,83,78,69,NULL,NULL,0,23,0,5,NULL,NULL,NULL,20.9,78.4,26.7,2.8,1.2,6.2,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",11,17,97,90,63,83,115,115,6,7,97,NULL,0.3,6.2,0.0,0.2,1.7,5.3,0.0,0.3
"CD_I1009378","Trent Rivers",100,109,462900,86,"Low","D19/M39","D9/M30",26,17,12,"Rivers was a regular in the Dees defence since debuting in 2020 but it took until last season for him to move into the midfield where he was a SuperCoach stud as a junior. He only attended CBAs in one game before the bye, but was a regular post, averaging 65% CBAs and only dipping below 50% once. It was obviously fast-tracked by Oliver and Petracca missing, but I can see him maintaining that role even with them returning in 2025. He'll have to play 4th fiddle though, with Viney the other regular in the Demons midfield. In the past, the 4th mid for the Dees hasn't averaged much (Sparrow/Jordon/Hames/ANB all averaging less than 80 in 2023 when playing the 4th banana), but they never had the natural SuperCoach game of Rivers. I can see him maintaining his finish to 2024, which gives some upside as a starting selection, but will have him a fair few points short from challenging the top six defenders. FEB 22 UPDATE: Could not have been more impressive in the match sim. Led Dees for CBAs and I think he could be top 3 for the year, overtaken Viney and possibly see more than Trac if he rests forward. No early bye I now have him above Perryman as a nice discounted player to plug into the backline while the top end guys (hopefully) come back in price a bit. 2 MAR UPDATE: First look with Oliver and Petracca and was underwhelming, 30% CBAs and just the 62. Easy to be reactive but hard to start now.","Got his chance in the midfield post-bye without Trac and Oliver and averaged 97, if he can keep the role with those two back we should see him sustain that level",NULL,62,79,32,NULL,26,50,33,114,-5,0,143,45," 2 / 23"," 5 / 23"," 12 / 23"," 5 / 23"," 0 / 23",83,61,82,39,15,26,NULL,0,0,0,7,5,4,NULL,86,0,81,5,93,-7,80,6,NULL,NULL,NULL,0,86,58,65,65,NULL,NULL,NULL,194,321,228,208,NULL,NULL,NULL,110,81,92,83,NULL,NULL,NULL,0,-7,-1,NULL,NULL,NULL,NULL,21.3,69.4,32.2,3.1,2.6,4.5,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",8,33,86,83,107,123,110,108,3,25,86,NULL,2.6,4.5,0.0,0.1,1.7,5.3,0.0,0.3
"CD_I1000953","Harry McKay",84,80,467200,87,"Full","F21","F41",11,0,0,NULL,"Gun key forward who got a boost in scoring while playing backup ruck, but I doubt he can improve on his 85 given he averaged less than 80 when he won a Coleman",NULL,44,169,7,NULL,28,45,9,115,22,2,137,48," 2 / 21"," 4 / 21"," 13 / 21"," 5 / 21"," 0 / 21",16,4,13,10,13,11,NULL,0,0,0,0,0,0,NULL,87,0,91,-4,78,9,69,18,48,39,NULL,2,85,79,77,60,62,66,54,204,144,137,252,201,144,166,95,86,90,68,72,82,79,0,2,18,-2,-5,12,NULL,13.0,71.0,45.2,3.1,2.5,2.3,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",40,9,85,71,115,220,95,82,14,-9,85,NULL,1.0,1.0,0.4,2.3,2.9,1.5,0.8,1.6
"CD_I290778","Luke Parker",92,88,343600,64,"Unders","F8/M53","F26/M90",4,12,0,"Parker is as tough and consistent as any player in the AFL, which is why it was a shock to me he fell out of favour at the Swans last season. After a delayed start to the season after having surgery on a broken arm and a suspension in the VFL, Parker played largely forward and was even the sub when returning to the senior side. It led to an off-season move to the Roos who are crying out for someone of his calibre. The only thing is the Roos aren't short on midfielders, so there is a chance the 32-year-old will play more of a leadership role and see now more midfield time than he did last season. However, if he is in Clarkson's midfield plans, he could prove to be a to be a top six forward in 2025 - he has averaged 97+ in each of the 10 seasons prior to 2024. He's priced at 66 and could be a super pick. UPDATE: Training heavily with the mids and with Wardlaw expected to miss the first chunk of the year, he's the like-for-like replacement. Price still a bit high for a 32-year-old and I've got five 'premium' mids ahead of him for attractiveness (Macrae, Smith, Daniel, Sanders), but he's probably next in line and at the moment I've got him in. 1 MAR UPDATE: I would've liked to have a look at him before Round 1. Not sure I could go in blind.","Now at the Roos after falling out of favour in Sydney, averaged 97+ the 10 seasons prior which would be enough to be a top 6, age is a factor but if he gets consistent CBAs he's a smoky top six at a very cheap price",NULL,0,0,68,NULL,43,33,1,92,-22,-46,109,23," 0 / 10"," 2 / 10"," 8 / 10"," 7 / 10"," 1 / 10",14,43,NULL,31,33,34,30,0,0,NULL,0,0,0,0,71,-7,NULL,NULL,71,-7,74,-10,54,10,NULL,-3,110,104,109,106,105,102,99,58,29,17,22,21,21,21,135,126,135,123,123,116,115,-44,-4,3,1,3,4,-10,14.1,65.7,47.5,2.2,2.3,1.4,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",26,58,67,96,279,56,90,114,-31,-8,66,NULL,2.5,1.2,0.0,1.4,2.9,1.5,0.8,1.6
"CD_I1006096","Xavier Duursma",75,83,422100,78,"Full","M100","M115",7,0,0,NULL,"Career best season after moving to the Dons, wingmen typically top out in the mid-80s so I doubt he has much more improvement in him",NULL,43,54,73,NULL,88,75,73,106,5,0,116,45," 0 / 15"," 3 / 15"," 10 / 15"," 6 / 15"," 0 / 15",0,0,NULL,0,0,0,NULL,0,0,NULL,0,0,0,NULL,78,0,82,-4,75,3,76,3,NULL,NULL,NULL,0,78,51,74,74,74,NULL,NULL,272,377,164,157,126,NULL,NULL,96,82,92,94,89,NULL,NULL,0,-22,0,0,NULL,NULL,NULL,18.5,78.0,23.5,1.7,2.7,0.7,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",92,73,78,65,165,282,96,86,13,14,78,NULL,0.7,3.7,0.0,0.6,6.2,2.9,0.0,0.8
"CD_I992330","Jordon Sweet",98,96,478400,89,"Low","R12","R12",17,0,0,"Sweet moved to Dogs to Port after being stuck in the VFL behind English for three seasons where he was putting up some massive scores, including 125 AFL SuperCoach points in his last six matches of 2023. So when the trade was made which saw him move to Port, a team who just lost their ruck (Lycett), we all thought he'd be the perfect R2 for us. However, shortly after the move, Port also added Soldo who was given the first crack at the role. He got a chance in Round 6 where he played alongside Soldo and scored 52 before being subbed out after 59% TOG. He then went in solo and managed 136 against Marshall and 74 the round after, before missing the next week with Covid and surprisingly not returning the week after. It wasn't until Round 15 where Port made the call that he was their number one man and he went on to play the next 10 matches and finals. He averaged 89 in that time, which was impressive but not enough to catch the eye for SuperCoach. While I think he will improve again with the experience, I doubt he can push into the 110+ level required to be a good starting pick.","Took a while but finished 2024 as Port's number one ruck, I think the role sticks and based off VFL form and finals he can push his average into the 90s",NULL,88,131,16,NULL,16,12,15,117,NULL,0,136,55," 1 / 17"," 5 / 17"," 9 / 17"," 3 / 17"," 0 / 17",92,70,92,82,76,66,NULL,0,0,0,0,0,0,NULL,89,0,88,1,89,0,96,-7,90,-1,NULL,0,89,71,59,0,0,NULL,NULL,172,198,281,NULL,NULL,NULL,NULL,111,98,78,0,0,NULL,NULL,0,12,NULL,NULL,NULL,NULL,NULL,9.9,67.2,56.8,2.6,5.0,9.5,18.5,63.3,67.2,4.3,5.0,8.9,"HO to Adv",11,15,89,0,92,NULL,111,0,18,NULL,89,NULL,2.7,1.5,9.5,0.2,5.8,3.3,8.9,0.4
"CD_I294674","Nick Vlastuin",99,91,492100,91,"Low","D22","D37",29,10,0,NULL,"Always shown a scoring ability but never done it consistently enough, Rioli leaving might open up more distribution but doubt we see him average more than he did in 2022 given Richmond's likely struggles",NULL,52,60,24,NULL,40,24,16,119,4,-9,167,45," 2 / 22"," 8 / 22"," 11 / 22"," 4 / 22"," 0 / 22",0,0,0,0,0,0,NULL,45,23,41,30,35,28,NULL,91,0,92,-1,91,1,95,-4,NULL,NULL,NULL,0,100,100,82,86,91,83,81,101,39,120,90,52,66,61,123,123,98,101,106,95,104,-9,18,-4,-6,8,2,6,20.1,83.4,35.9,3.5,2.2,8.1,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",36,24,91,92,83,73,103,103,-1,-8,91,NULL,0.3,8.1,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I294101","Jason Johannisen",68,68,426900,79,"Overs","D83","D106",29,21,0,NULL,"Hamstring tendon cut his year short, sadly he has done his hammy again to start 2025",NULL,0,0,51,NULL,43,NULL,19,107,-5,-15,115,41," 0 / 9"," 3 / 9"," 4 / 9"," 4 / 9"," 0 / 9",0,0,NULL,0,0,0,NULL,20,27,NULL,23,22,22,NULL,79,0,79,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,94,60,57,83,83,86,82,143,306,296,103,79,60,56,117,78,73,101,100,102,99,-14,3,-26,0,-3,4,-12,21.7,77.9,18.6,1.8,1.2,3.1,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",106,51,79,75,156,181,101,100,5,15,79,NULL,0.4,3.1,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I998215","Will Setterfield",75,77,462300,86,"Overs","M108","M139",16,14,0,NULL,"Former pick five can certainly score - 107 in 2024 but from only 4 games as injury and selection have kept him out, will likely be on the fringe again",NULL,43,95,51,NULL,11,NULL,15,114,-5,-21,126,73," 1 / 4"," 3 / 4"," 1 / 4"," 0 / 4"," 0 / 4",83,69,83,52,69,NULL,NULL,0,0,0,0,0,NULL,NULL,107,-21,107,-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-21,107,63,62,90,61,0,45,64,272,247,80,208,NULL,191,138,85,81,114,77,0,79,0,1,-28,29,16,NULL,NULL,22.8,73.6,41.6,2.3,6.8,5.3,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",110,15,107,85,27,111,138,107,22,22,107,NULL,5.3,2.3,0.0,0.0,6.2,2.9,0.0,0.8
"CD_I291856","Tom Mitchell",79,76,395200,73,"Fair","M86","M142",3,18,6,"0","Former SuperCoach stud is now a role player at the Pies and their 'team-first' mantra means his pig days are over, foot injury has also impacted his pre-season",NULL,0,0,82,NULL,37,NULL,1,101,-25,-56,121,48," 1 / 6"," 2 / 6"," 3 / 6"," 3 / 6"," 1 / 6",67,57,67,67,50,50,39,0,0,0,0,0,0,0,82,-9,82,-9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-13,129,96,117,114,0,129,119,9,57,8,12,NULL,2,2,143,122,140,129,0,143,136,-47,-21,4,-15,NULL,10,15,20.0,73.4,48.5,3.5,6.7,4.3,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",112,62,86,97,140,52,122,132,-16,1,82,NULL,4.3,2.8,0.0,0.2,6.2,2.9,0.0,0.8
"CD_I992049","Jayden Short",100,98,442300,82,"Low","D21","D27",29,2,15,"Short was on of the premium defenders in SuperCoach up until in Round 7, 2022, averaging 106. He then moved into the midfield and his output has been down ever since. He has returned to his natural position in defence, however his scoring hasn't been as high as it was in the past due to injuries (scored a 48 in 2023 which impacted his average and 15 last year) and Rioli moving to defence and becoming Richmond's preferred rebounder. Removing those injured scores, he hasn't been as bad as it looks. Adding to this, Rioli moved to the Gold Coast in the off-season, meaning there should be more ball for Short in 2025. The only concern is that Richmond are going to be bad, so their total team points are likely to be the lowest in the comp. Can Short manage a 100+ average in a team that will likely get smashed most weeks? If there's a position that can, it would be in defence given the amount of ball being back there. Just look at the scores of the Kangaroo defenders in their recent seasons. I'm confident he can get back into the 90s which would make him an okay selection at that price and a chance to crack 100+ which would make it a good one.","A regular high-90s defender in the past has his chance to bounce-back with Rioli leaving, Tigers' likely struggles a concern but that could also provide an opportunity",NULL,107,118,45,NULL,31,22,16,110,-21,-17,130,15," 1 / 22"," 7 / 22"," 14 / 22"," 8 / 22"," 1 / 22",0,0,0,0,0,0,0,53,8,53,44,33,32,8,82,0,79,3,87,-5,97,-15,NULL,NULL,NULL,-3,99,98,98,98,65,84,58,105,47,41,52,181,64,156,130,119,114,124,89,106,76,-17,0,-1,33,-19,26,-5,21.9,78.8,18.1,2.5,1.1,3.7,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",27,45,85,99,136,45,108,130,-17,1,82,NULL,0.6,3.7,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I993107","Harry Himmelberg",94,90,491700,91,"Fair","D29","D42",29,0,0,NULL,"Hasn't hit the heights he did post-bye in 2022 (110), averaging 95 when playing in defence since and with Whit taking all the distribution, it's likely the level he'll stay at",NULL,72,78,25,NULL,28,28,25,119,7,0,139,51," 1 / 25"," 6 / 25"," 10 / 25"," 2 / 25"," 0 / 25",0,0,0,0,0,0,NULL,23,10,23,29,21,30,NULL,91,0,90,1,93,-2,94,-3,82,10,NULL,1,91,91,71,66,76,71,49,166,84,185,203,114,127,178,110,100,78,77,86,83,60,0,20,5,-10,5,22,-7,20.8,82.2,27.8,2.4,2.2,6.0,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",39,25,90,81,86,135,110,100,10,-10,90,NULL,0.5,6.0,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I294859","Jeremy McGovern",109,100,594100,110,"Full","D4","D23",11,2,29,NULL,"Reminded the football world how good he is with an All-Australian season and a top six scoring, does it in a unique way for a key defenders with high KI (58%) and intercepts meaning I don't think his 110 was a one-off ",NULL,78,97,6,NULL,4,3,5,138,14,0,155,72," 4 / 19"," 12 / 19"," 3 / 19"," 0 / 19"," 1 / 19",0,0,0,0,0,NULL,0,69,30,65,57,42,NULL,23,110,0,107,3,117,-7,124,-14,NULL,NULL,NULL,0,110,88,88,90,87,89,93,54,91,74,78,67,47,33,131,116,110,115,103,107,110,0,-1,-2,3,-2,-4,7,20.6,85.2,43.8,1.7,1.4,7.9,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",20,5,110,84,16,116,131,115,26,-4,110,NULL,0.4,7.9,0.1,0.1,1.7,5.3,0.0,0.3
"CD_I296359","Christian Salem",90,88,431100,80,"Low","D34","D48",29,13,0,NULL,"Low contested rate (30%) and efficiency (67%) has meant he's underperformed in this format compared to AF and it's unlikely he'll suddenly push through the 100 mark for the first time in year 12, despite being under-priced due to a 3 there last year",NULL,79,86,49,NULL,32,19,16,108,4,-17,121,3," 1 / 17"," 4 / 17"," 9 / 17"," 5 / 17"," 1 / 17",0,0,0,0,14,3,0,0,0,0,15,7,6,0,80,0,80,0,80,0,99,-19,NULL,NULL,NULL,-5,97,67,97,87,90,82,80,119,236,45,85,54,67,64,112,85,112,101,106,102,98,-17,-30,10,-3,8,3,10,20.0,67.4,30.4,2.4,2.8,3.8,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",48,49,85,75,149,178,108,90,5,8,80,NULL,1.4,3.8,0.0,0.1,1.7,5.3,0.0,0.3
"CD_I1006058","Bailey Scott",77,80,397100,74,"Fair","M95","M125",7,5,0,NULL,"Nice winger, but wingers aren't what you want in SuperCoach",NULL,77,95,81,NULL,102,72,80,102,-1,-2,125,29," 1 / 23"," 3 / 23"," 16 / 23"," 10 / 23"," 0 / 23",0,0,0,0,0,0,NULL,9,0,9,3,10,7,NULL,74,0,65,9,82,-8,76,-2,NULL,NULL,NULL,0,76,70,53,62,54,NULL,NULL,302,203,329,227,258,NULL,NULL,89,82,66,76,74,NULL,NULL,-2,17,-9,8,NULL,NULL,NULL,20.3,71.3,26.9,2.6,2.5,1.1,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",99,82,74,76,201,169,89,89,-2,6,74,NULL,1.1,3.2,0.0,0.2,6.2,2.9,0.0,0.8
"CD_I994185","Jordan De Goey",86,86,441800,82,"Fair","M69","M96",3,6,0,"De Goey burst into SuperCoach relevance in 2021 when he was shifted into the midfield and averaged 110 for the second half of the season. McRae has played him as a pure mid since, however he's never met those scoring heights consistently, averaging 89 in that time. It been a mixture of both the Pies' low possession game style and the focus for De Goey to get his possessions in a dangerous position forward of centre. It's working IRL, where he's a genuine star of the comp, so I doubt we'll see the 110+ De Goey (or even 100+) again under McRae. UPDATE: Currenly dealing with an injury that has impacted most of his pre-season.","Career best of 96 despite averaging 47%+ CBAs in each of the last four seasons, he's far better IRL than SuperCoach",NULL,0,0,61,NULL,79,82,34,110,-12,-14,138,39," 1 / 13"," 3 / 13"," 7 / 13"," 4 / 13"," 0 / 13",83,73,83,66,68,78,NULL,0,0,0,0,0,0,NULL,82,0,81,1,84,-2,73,9,NULL,NULL,NULL,0,96,90,85,78,82,86,79,128,87,93,136,82,62,68,113,104,102,90,106,106,97,-14,5,7,-5,-3,7,3,20.8,64.8,44.6,4.5,3.5,4.1,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",77,60,82,96,137,59,101,113,-14,6,82,NULL,4.1,1.9,0.0,0.8,6.2,2.9,0.0,0.8
"CD_I1001195","Izak Rankine",105,113,521600,97,"Low","F3","F3",12,17,0,"Rankine is a gun small forward who always had hopes of moving into the midfield, and we saw the start of it in 2024 with immediate impact. He provided the Crows with much needed pace in there, and generated discussion of him potentially being one of the best players in the comp. This was a week before he had 30 disposals (16 contested), eight clearances and a goal against the Pies, however injured his hamstring in the final minute which halted his momentum. In his second game back from injury, he had 27 touches (14 contested), six clearances and two goals and the discussions started again, before he was suspended for four weeks for his hit on Starcevich who had a defensive role on him. He missed the final game after being concussed in Round 23. Amongst the interrupted season, the Crows found the line-breaking, goal kicking midfield they've been starved of. In the nine matches Rankine attended over 30% CBAs, he averaged 107. Adelaide's midfield mix is set for a shake up following the off-season acquisitions of Peatling and Draper, however he still remains their most dangerous option and I'd expect him to maintain or even grow his CBA level of 40% in 2025, which could see him push his average to 107+and become a worthy top two option. 27 FEB UPDATE: Most CBAs for Crows in pre-season a great sign. It's happening.","Got his chance in the midfield and shined before injury and suspension derailed his season, averaged 107 when 30%+ CBAs which you'd think he maintains or even grows in 2025",NULL,90,109,3,NULL,3,71,2,125,24,0,142,49," 4 / 15"," 5 / 15"," 6 / 15"," 2 / 15"," 1 / 15",33,23,49,44,34,26,23,0,0,0,0,0,0,0,97,0,101,-4,86,11,63,35,NULL,NULL,NULL,-3,97,70,55,69,0,NULL,NULL,122,201,310,184,NULL,NULL,NULL,115,82,67,84,0,NULL,NULL,0,15,-14,NULL,NULL,NULL,NULL,18.0,68.2,51.0,3.6,3.4,1.9,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",3,2,100,83,61,124,115,91,14,12,97,NULL,3.7,1.9,0.0,1.9,2.9,1.5,0.8,1.6
"CD_I270917","Patrick Dangerfield",83,77,454200,84,"Full","M81","M140",5,18,0,"Dangerfield has been on a steady decline since 2017 when he was the best player in SuperCoach. He's now 34 and Geelong have always taken a cautious approach with their older players, indicated by his 16 games last season at just 71% TOG. That, combined with his MID-only status, means he is not an option this season, despite being priced 50(!) points below his career high.","3 sub-90 seasons in a row suggests the past SuperCoach-stud is well past it in SuperCoach now, despite still having impact on field",NULL,42,58,54,NULL,45,53,1,112,-21,-50,134,60," 1 / 16"," 1 / 16"," 11 / 16"," 3 / 16"," 1 / 16",87,48,87,87,68,64,38,0,0,0,0,0,0,0,84,0,88,-4,83,1,85,-1,85,-1,NULL,-1,134,88,103,113,115,120,134,2,90,29,15,9,5,1,158,118,141,132,138,142,158,-50,-14,-10,-2,-5,-14,2,20.1,63.2,55.7,4.4,3.9,5.2,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",110,54,85,88,118,93,119,133,-3,-1,84,NULL,5.2,1.9,0.0,0.5,6.2,2.9,0.0,0.8
"CD_I298264","Ed Langdon",78,74,432300,80,"Full","M90","M154",7,20,0,NULL,"Outside wingman finished 2024 strong with 88 post-bye, so there's some value there but not as a MID-only with no CBAs - despite Melbourne saying he might play inside",NULL,93,120,66,NULL,112,48,42,108,16,-11,146,39," 1 / 22"," 3 / 22"," 16 / 22"," 6 / 22"," 0 / 22",0,0,0,0,1,0,NULL,0,0,0,0,0,0,NULL,80,0,74,6,88,-8,87,-7,NULL,NULL,NULL,0,91,80,83,91,86,82,65,165,140,114,76,71,68,123,100,83,87,99,100,100,82,-10,-3,-8,5,3,18,11,20.4,69.3,30.8,2.7,2.4,1.7,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",121,65,80,72,146,213,85,79,8,-8,80,NULL,1.7,3.5,0.0,0.4,6.2,2.9,0.0,0.8
"CD_I260257","Scott Pendlebury",77,68,465800,86,"Overs","M96","M183",5,18,0,"After 10 seasons in a row averaging at least 100, Pendlebury has now gone sub-100 four years in a row. While still playing a great role IRL, he's finally slowing down from a SuperCoach perspective. He still plays a prominent role in the Pies' midfield, attending 66% of their centre bounces. At 37, I'm waiting for him to step back and possibly get DPP at some stage during the season, but he keeps getting it done.","4 years in a row sub-90 and his first sub-100 shows he's finally slowing down",NULL,82,124,50,NULL,50,43,1,114,-15,-44,147,23," 2 / 20"," 8 / 20"," 10 / 20"," 6 / 20"," 1 / 20",79,33,74,74,60,52,33,0,0,0,0,1,0,0,86,0,86,0,87,-1,91,-5,NULL,NULL,NULL,-4,130,97,90,105,105,100,107,6,50,66,27,22,27,14,160,115,116,126,127,124,130,-43,7,-15,0,5,-7,-12,20.7,69.5,41.9,2.9,4.0,4.2,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",138,50,90,95,103,64,118,123,-8,-2,86,NULL,4.2,2.9,0.0,0.4,6.2,2.9,0.0,0.8
"CD_I1011936","Justin McInerney",79,86,443700,82,"Full","M88","M97",7,0,0,NULL,"A handy utility who spent time in defence, forward and even inside in 2024, but plays mostly on a wing and most of the play goes through the Gulden wing instead",NULL,99,114,60,NULL,86,NULL,72,110,6,4,107,38," 0 / 20"," 2 / 20"," 14 / 20"," 5 / 20"," 1 / 20",6,0,NULL,15,15,14,36,0,0,NULL,0,2,7,0,82,0,80,2,86,-4,NULL,NULL,56,26,NULL,3,78,69,73,72,21,NULL,NULL,271,208,166,168,302,NULL,NULL,97,86,93,88,38,NULL,NULL,0,-4,2,51,NULL,NULL,NULL,18.9,75.5,27.5,2.4,2.3,1.3,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",77,72,79,71,163,216,97,90,7,2,78,NULL,1.3,2.9,0.0,0.3,6.2,2.9,0.0,0.8
"CD_I296420","Alex Neal-Bullen",78,74,458500,85,"Full","F31/M91","F80/M155",10,12,0,NULL,"Showed a bit of a SuperCoach game in his early year but been a valuable defensive forward in recent years, I doubt he sees mid minutes after the move to the Crows but worth keeping a watch",NULL,95,109,9,NULL,10,7,8,113,6,0,134,49," 1 / 23"," 4 / 23"," 14 / 23"," 5 / 23"," 0 / 23",0,48,0,26,16,21,NULL,0,0,0,0,0,0,NULL,85,0,85,0,86,-1,93,-8,NULL,NULL,NULL,0,85,72,76,58,61,74,76,201,188,149,264,203,112,83,105,91,100,81,81,94,94,0,-4,18,-4,-13,-1,22,18.8,65.1,38.0,2.8,5.1,0.4,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",78,8,85,72,112,208,105,94,13,0,85,NULL,2.7,2.7,0.0,0.4,2.9,1.5,0.8,1.6
"CD_I1009399","Luke Jackson",99,114,509300,94,"Fair","F5/R11","F2/R3",19,13,12,"Despite being very young in ruck terms, Jackson has the attributes to be a top-line SuperCoach ruck. In his first season at Freo, he surpassed 100 11 times, and averaged 60% CBAs in those 11, including a monster 173 when he had 88%. He also had eight sub-90 games, and averaged 28% CBAs in those eight. In 2024, he surpassed 100 six times and averaged 72% CBAs in those and 11 sub-70 games averaging 44%. Fair to say he can score when playing as the number one ruck, but when forced to spend more time forward, he scores like a key forward. Freo have signed Sean Darcy for the long-term and hope to have him on the park more in 2025, so it's hard to see Jackson having an avenue to consistent scoring unless Darcy goes down again. There is every chance this can happen based on Darcy's injury history, but for now Jackson isn't an attractive starting option. 6 FEB UPDATE: Darcy is set to miss the start of the season. If he goes into Round 1 solo, he's no doubt an attractive option in the forward line, priced at 95 when he averages 109-118 in that role. However, Freo rucked Reidy in Round 24 and kept Jackson forward, so I don't think I'd do it. Despite him having a very strong pre-season from all reports and even spending time inside mid. 13 FEB UPDATE: Looks like they'll head in with Jackson starting forward, then spending time in the ruck but also inside mid. Been Freo's best player in the pre-season so far and I can see him being an improver this year - just the role uncertainty means I'd still find it hard to start him.","Had enough chances to ruck solo and managed 109 in those games (118 in 2023) but it was his 81 average when playing second ruck (87 in 2023) which is concerning given Darcy is back fit",NULL,129,136,4,NULL,4,31,1,122,-6,-4,178,48," 3 / 23"," 6 / 23"," 11 / 23"," 3 / 23"," 0 / 23",79,13,74,72,44,22,NULL,0,0,0,0,0,0,NULL,95,-1,101,-7,87,7,75,19,NULL,NULL,NULL,-1,98,83,72,58,NULL,NULL,NULL,110,122,175,261,NULL,NULL,NULL,119,114,96,77,NULL,NULL,NULL,-3,11,14,NULL,NULL,NULL,NULL,16.3,71.4,53.2,2.7,3.1,0.9,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",2,4,95,98,70,48,114,119,-3,15,95,NULL,3.0,1.9,5.0,0.9,2.9,1.5,0.8,1.6
