Player,Team,Position,Price,PriceChg,PricedAt,BreakEven,LastScore,LastTG,LastPPM,LastCBA,CBAchg,LastKI,KIchg,SeasAvg,SeasTG,SeasPPM,SeasCBA,SeasKI,Last3Score,Last3TG,Last3PPM,Last3CBA,Last3KI,OwnershipTotal,OwnershipTop1000,OwnershipTop100,OwnershipTop10,OwnershipTop1000Chg,OwnershipTop100Chg,OwnershipTop10Chg,WinAvg,LossAvg,HomeAvg,AwayAvg,OppLastScore,OppLast3Score,OppCareer,ReservesAvg,ReservesLast
Noah Anderson,GCS,MID,1083000,9000,110.83819465766,104,117,87,1.12582258489076,83,83,0,0,117,84,1.16603053435115,0.783333333333333,0,117,83.5,1.17301275311971,0.783333333333333,0,3.28,2.6,2,0,2.2,2,0,117,0,0,117,126,106.333333333333,89.1666666666667,0,0
Max Gawn,MEL,RUC,1062000,-52000,108.688977586736,149,84,84,0.837150127226463,76,-11,0,0,91.3333333333333,84,0.910234662143059,0.848837209302326,0,91.3,83.6666666666667,0.913527569112861,0.848837209302326,0,18.67,15.4,18,10,6.4,8,0,0,91.3333333333333,105.5,63,92,82,101.769230769231,0,0
Harry Sheezel,NTH,DEF,1101000,-31000,112.680380718453,138,90,84,0.896946564885496,30,-25,8,8,102,86,0.992898988105805,0.45360824742268,0.0285714285714286,102,86,0.992898988105805,0.45360824742268,0.0285714285714286,56.61,55.6,63,90,-11.3,-12,-10,102,102,102,102,78,95,95,0,0
Dayne Zorko,BRL,DEF,1142000,7000,116.876471190257,112,119,86,1.15838215279011,0,0,57,24,119,85,1.17201017811705,0,0.44,119,84.6666666666667,1.17662439141672,0,0.44,13.42,26.3,46,60,11.7,21,20,119,0,122.5,112,148,111,100,0,0
Patrick Cripps,CAR,MID,978000,-29000,100.09210930304,123,80,81,0.826814940470581,77,-6,0,0,90,81,0.930166808029403,0.794520547945206,0,90,81,0.930166808029403,0.794520547945206,0,6.39,0.4,0,0,0.1,-1,0,0,90,84,102,107,91,95.4285714285714,0,0
Jack Steele,STK,MID,1047000,0,107.153822536076,122,0,0,0,0,-78,0,0,95.5,80,0.99934796437659,0.561224489795918,0,95.5,53.3333333333333,1.49902194656489,0.561224489795918,0,1.62,0.2,0,0,-0.1,0,0,0,77,0,77,97,99,98.2727272727273,0,0
Zach Merrett,ESS,MID,1114000,3000,114.010848429025,112,108,82,1.10258797244461,67,7,0,0,114,86,1.10971063376531,0.597938144329897,0,114,86.3333333333333,1.10542603672375,0.597938144329897,0,9.57,4,6,10,1.7,3,10,108,117,123,96,0,0,0,0,0
Adam Treloar,WBD,MID,1129000,0,115.546003479685,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nic Martin,ESS,DEF,1002000,-55000,102.548357384096,144,0,0,0,0,0,0,0,83.6666666666667,95,0.73727958573278,0,0,83.7,0,0,0,0,5.84,0.2,0,0,-0.7,-1,0,73,89,72.5,106,0,0,0,0,0
Josh Dunkley,BRL,MID,1125000,0,115.136628799509,116,110,81,1.13687054314705,87,1,0,0,117,85,1.15231252806466,0.8375,0,117,84.6666666666667,1.15684919156098,0.8375,0,6.57,10.2,17,20,7.4,7,10,117,0,110.5,130,105,102,101,0,0
Nasiah Wanganeen-Milera,STK,DEF,1026000,10000,105.004605465152,99,112,83,1.12964836445017,0,0,36,-22,108.666666666667,85,1.07023898617971,0.0102040816326531,0.451612903225806,108.7,85,1.07056728034725,0.0102040816326531,0.451612903225806,13.57,35,35,30,17.8,10,10,106.5,113,106.5,113,94,97,93,0,0
Matt Crouch,ADE,MID,1006000,-35000,102.957732064272,131,55,62,0.742633177378314,61,-4,0,0,91.6666666666667,70,1.09626802374894,0.684684684684685,0,91.7,70,1.09666666666667,0.684684684684685,0,0.48,0.1,0,0,0.1,0,0,91.6666666666667,0,72,131,113,111.333333333333,102.875,0,0
Jai Newcombe,HAW,MID,921000,13000,94.2585201105312,86,77,76,0.848165260479443,78,0,0,0,95.75,82,0.977525910755291,0.777777777777778,0,102.3,79.6666666666667,1.07498482864352,0.784810126582278,0,5.96,0.1,0,0,-0.1,0,0,95.75,0,82.5,109,0,0,0,0,0
Jordan Dawson,ADE,MID,1115000,-7000,114.113192099069,121,85,86,0.827415823421504,82,12,0,0,115,83,1.15990680278365,0.702702702702703,0,115,82.6666666666667,1.16458384634326,0.702702702702703,0,34.41,77.7,77,90,-14.6,-17,-10,115,0,105.5,134,89,105,105,0,0
Matt Rowell,GCS,MID,999000,29000,102.241326373964,79,129,83,1.30111284833992,76,76,0,0,118.5,81,1.22471963057205,0.766666666666667,0,118.5,81,1.22471963057205,0.766666666666667,0,2.2,0.2,0,0,0.2,0,0,118.5,0,0,118.5,115,87,94.8,0,0
Caleb Serong,FRE,MID,985000,-26000,100.808514993348,119,100,79,1.05968370534995,71,-15,0,0,89.3333333333333,81,0.923276683525482,0.75,0,89.3,81,0.922932177300286,0.75,0,8.7,2.8,3,0,1.2,1,0,100,84,83,92.5,80,107,102.875,0,0
Lachie Neale,BRL,MID,928000,-22000,94.9749258008392,108,91,84,0.906912637828668,57,-22,0,0,81.6666666666667,84,0.813895957025728,0.7125,0,81.7,84.3333333333333,0.811009866336783,0.7125,0,4.8,1.1,3,0,0.6,2,0,81.6666666666667,0,104,37,122,118.666666666667,110.5,0,0
Colby McKercher,NTH,DEF,775000,-27000,79.316344284106,99,73,78,0.783486657532459,3,3,0,0,68.3333333333333,78,0.733400752484722,0.0103092783505155,0,68.3,77.6666666666667,0.736189103299151,0.0103092783505155,0,4.75,0.2,0,0,0,0,0,60,72.5,60,72.5,89,89,89,0,0
Tim Taranto,RIC,MID,908000,-31000,92.9280523999591,116,84,83,0.847236273337625,87,5,0,0,81,87,0.779415635693604,0.842696629213483,0,81,87,0.779415635693604,0.842696629213483,0,2.91,0.5,0,0,0.2,0,0,89,77,89,77,80,102.666666666667,84.1111111111111,0,0
Reilly O'Brien,ADE,RUC,903000,-16000,92.416334049739,105,88,89,0.827743946021671,94,10,0,0,86.6666666666667,87,0.833942655474638,0.891891891891892,0,86.7,86.6666666666667,0.837472108044627,0.891891891891892,0,1.11,0,0,0,0,0,0,86.6666666666667,0,93,74,86,77,84.75,0,0
Brodie Grundy,SYD,RUC,929000,0,95.0772694708832,117,0,0,0,0,-68,0,0,82,75,0.915284139100933,0.810126582278481,0,82,72.5,0.946845661138896,0.78,0,4.02,0,0,0,0,0,0,82,82,82,82,110,107.333333333333,99.5,0,0
Zak Butters,PTA,MID,1089000,0,111.452256677924,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Bontempelli,WBD,MID,1101000,0,112.680380718453,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Mitchell,COL,MID,829000,0,84.8429024664825,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Daicos,COL,MID,951000,0,97.3288302118514,110,0,0,0,0,0,0,-10,90.6666666666667,87,0.872432316496544,0,0.1875,90.7,86.5,0.877797879068673,0,0.157894736842105,4.91,0,0,0,-0.1,0,0,92,88,99,86.5,65,79,85.5555555555556,0,0
Jack Sinclair,STK,DEF/MID,1051000,23000,107.563197216252,90,134,85,1.31974255350995,0,0,64,31,112.666666666667,83,1.13637246185761,0.0816326530612245,0.419354838709677,112.7,83.3333333333333,1.13216183206107,0.0816326530612245,0.419354838709677,10.17,15.7,16,20,13.6,13,20,124,90,124,90,135,120.666666666667,86.3,0,0
Luke Davies-Uniacke,NTH,MID,912000,-36000,93.3374270801351,121,70,85,0.689417751833558,79,5,0,0,80,86,0.77874430439671,0.752577319587629,0,80,86,0.77874430439671,0.752577319587629,0,1.89,0,0,0,0,0,0,86,77,86,77,106,97.6666666666667,90,0,0
Toby Nankervis,RIC,RUC,1004000,-21000,102.753044724184,120,97,79,1.02789319418945,84,8,0,0,96.3333333333333,82,0.983481247026211,0.797752808988764,0,96.3,82.3333333333333,0.979160614395649,0.797752808988764,0,2.31,1.1,1,0,0.2,1,0,123,83,123,83,90,100,80.3636363636364,0,0
Tim English,WBD,RUC,993000,-22000,101.6272643537,115,99,78,1.06253669994128,73,-2,0,0,91,80,0.952258269720102,0.746987951807229,0,91,79.6666666666667,0.956242613944872,0.746987951807229,0,6.21,2.6,2,0,1.8,2,0,86,101,87,99,124,124.333333333333,100.545454545455,0,0
Sam Flanders,GCS,DEF/MID,1081000,-25000,110.633507317572,132,89,67,1.11203524362918,41,41,0,0,89,67,1.11203524362918,0.2,0,89,67,1.11203524362918,0.2,0,3.24,0.2,0,0,0.2,0,0,89,0,0,89,119,90,90,0,0
Oscar McInerney,BRL,RUC,869000,0,88.9366492682428,95,0,0,0,0,-86,0,0,85.5,80,0.894704198473283,0.6,0,85.5,80,0.894704198473283,0.6,0,1.53,0,0,0,0,0,0,85.5,0,86,85,82,49.3333333333333,61.2,0,0
Rory Laird,ADE,MID,998000,-7000,102.13898270392,107,108,85,1.06367310282892,0,0,0,-10,99.3333333333333,83,1.00189051370878,0,0.037037037037037,99.3,83,1.00155430883841,0,0.037037037037037,0.54,0.4,1,0,0.1,1,0,99.3333333333333,0,107.5,83,119,100.666666666667,103,0,0
Jarrod Witts,GCS,RUC,1001000,-7000,102.446013714052,109,79,83,0.796805542781814,79,79,0,0,102,83,1.02878690333855,0.816666666666667,0,102,83,1.02878690333855,0.816666666666667,0,1.25,0,0,0,-0.1,0,0,102,0,0,102,90,91.3333333333333,86.8,0,0
George Hewett,CAR,MID,943000,44000,96.5100808514993,66,116,79,1.22923309820595,73,3,0,0,112.333333333333,76,1.23736663541806,0.684931506849315,0,112.3,76.3333333333333,1.231597719924,0.684931506849315,0,1.21,1.2,2,0,1.2,2,0,0,112.333333333333,118,101,110,90,79.9,0,0
Lloyd Meek,HAW,RUC,862000,-16000,88.2202435779347,100,97,80,1.01504452926209,91,0,0,0,83.75,82,0.855016136039223,0.898148148148148,0,75,82,0.765686091975424,0.911392405063291,0,7.85,0.2,0,0,0.1,0,0,83.75,0,80,87.5,0,0,0,0,0
Hugh McCluggage,BRL,MID,930000,0,95.1796131409272,92,121,80,1.26618956743003,65,-4,0,0,90.3333333333333,79,0.957247613832791,0.725,0,90.3,78.6666666666667,0.960949023159529,0.725,0,0.71,0,0,0,0,0,0,90.3333333333333,0,105.5,60,80,105.333333333333,89.5384615384615,0,0
Isaac Heeney,SYD,MID,1005000,0,102.855388394228,131,0,0,0,0,-77,0,0,87.3333333333333,86,0.850129198966408,0.810126582278481,0,87.3,87.5,0.835236641221374,0.8,0,8.82,0,0,0,-0.2,0,0,79,91.5,91.5,79,71,94.3333333333333,85.0909090909091,0,0
Jayden Short,RIC,DEF,841000,15000,86.0710265070106,76,101,84,1.00657336726039,0,0,27,20,90.3333333333333,85,0.88967719403283,0,0.272727272727273,90.3,85,0.88934889986529,0,0.272727272727273,38.01,85.2,88,80,-1.7,7,0,85,93,85,93,50,51.3333333333333,67.2857142857143,0,0
Touk Miller,GCS,MID,963000,10000,98.5569542523795,90,114,79,1.20803942409895,28,28,0,0,104.5,76,1.15108142493639,0.433333333333333,0,104.5,76,1.15108142493639,0.433333333333333,0,0.66,0.1,0,0,0.1,0,0,104.5,0,0,104.5,100,92.6666666666667,93.375,0,0
Darcy Parish,ESS,MID,940000,0,96.2030498413673,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Rowbottom,SYD,MID,812000,0,83.1030600757343,100,0,0,0,0,-55,0,0,72.6666666666667,72,0.844901517293375,0.59493670886076,0,72.7,68.5,0.888479040136699,0.56,0,2.09,0,0,0,0,0,0,78,70,70,78,65,72.3333333333333,64.5714285714286,0,0
Jordan Ridley,ESS,DEF,774000,-51000,79.214000614062,118,72,91,0.662360540223136,0,0,33,33,49,67,0.612244122896966,0,0.193548387096774,49,67,0.612244122896966,0,0.193548387096774,0.5,0,0,0,0,0,0,72,26,72,26,0,0,0,0,0
Jordon Sweet,PTA,RUC,845000,2000,86.4804011871866,85,92,85,0.906091902409819,71,-11,0,0,87.6666666666667,84,0.873692394684761,0.802325581395349,0,87.7,83.6666666666667,0.877506766825826,0.802325581395349,0,2.48,0.5,0,0,-0.1,0,0,75,94,75,94,89,73.6666666666667,76.25,0,0
Jye Caldwell,ESS,MID,1043000,10000,106.7444478559,103,100,77,1.08720795743697,81,18,0,0,114.333333333333,74,1.29343465603008,0.680412371134021,0,114.3,74.3333333333333,1.28725909697737,0.680412371134021,0,2.2,1.3,2,10,0.5,0,0,100,121.5,98.5,146,0,0,0,0,0
Ollie Wines,PTA,MID,941000,6000,96.3053935114113,92,100,78,1.07326939388008,67,2,0,0,98.3333333333333,74,1.11242922311625,0.63953488372093,0,98.3,74.3333333333333,1.10706534761921,0.63953488372093,0,0.37,0,0,0,0,0,0,98,98.5,98,98.5,67,81.6666666666667,90.5,0,0
Chad Warner,SYD,MID,942000,0,96.4077371814553,90,0,0,0,0,-68,0,0,95.6666666666667,86,0.931248397341065,0.544303797468355,0,95.7,85.5,0.937020668720146,0.6,0,6.45,0,0,0,0,0,0,129,79,79,129,116,107.666666666667,98.5,0,0
Tom Stewart,GEE,DEF,833000,0,85.2522771466585,142,0,0,0,0,0,0,0,52,48,0.906912637828668,0.191011235955056,0.0769230769230769,52,47.5,0.916459086647918,0.191011235955056,0.0769230769230769,4.26,1.3,1,0,-0.5,1,0,95,9,95,9,83,94,72.4444444444444,0,0
Jack Viney,MEL,MID,847000,-26000,86.6850885272746,106,70,81,0.723463072911758,72,7,0,0,77.3333333333333,78,0.829994997933929,0.686046511627907,0,77.3,78.3333333333333,0.826106870229008,0.686046511627907,0,0.33,0,0,0,0,0,0,0,77.3333333333333,76,80,86,102.666666666667,99,0,0
Jordan Clark,FRE,DEF,924000,-25000,94.5655511206632,113,88,91,0.809551771383833,0,0,29,-9,84,90,0.781340118744699,0,0.241379310344828,84,90,0.781340118744699,0,0.241379310344828,4.06,3.7,4,0,1.5,1,0,88,82,83,84.5,95,94.6666666666667,81,0,0
Dan Houston,COL,DEF,922000,0,94.3608637805752,125,0,0,0,0,0,0,-20,76,79,0.805359616065964,0,0.15625,76,79,0.805359616065964,0,0.263157894736842,4.61,0.1,0,0,0,0,0,76,0,92,60,78,107,86.7,0,0
Christian Petracca,MEL,MID,905000,-14000,92.621021389827,105,80,87,0.769793220438127,52,4,0,0,88,87,0.84677254248194,0.593023255813954,0,88,87,0.84677254248194,0.593023255813954,0,10.92,12.2,11,10,-0.9,2,10,0,88,87.5,89,77,99.3333333333333,92,0,0
Connor Rozee,PTA,MID,1055000,8000,107.972571896428,103,84,86,0.817681519616545,81,16,0,0,113.666666666667,84,1.13281029120724,0.697674418604651,0,113.7,83.6666666666667,1.13765700556552,0.697674418604651,0,38.54,91.5,91,90,-5.59999999999999,-6,-10,145,98,145,98,95,89.3333333333333,74.5714285714286,0,0
Bailey Dale,WBD,DEF,931000,-28000,95.2819568109712,118,63,84,0.627862595419847,0,0,33,-23,87.6666666666667,84,0.873692394684761,0,0.473684210526316,87.7,84,0.8740245971162,0,0.473684210526316,2.81,2.1,2,0,0.2,-1,0,83.5,96,100,63,110,113.333333333333,84.1111111111111,0,0
Will Ashcroft,BRL,MID,840000,22000,85.9686828369665,69,115,85,1.13261487801227,74,22,0,0,90.3333333333333,84,0.900268589199887,0.575,0,90.3,83.6666666666667,0.903521790699796,0.575,0,16.18,11,5,0,7.5,2,0,90.3333333333333,0,102.5,66,95,95,95,0,0
Clayton Oliver,MEL,MID,867000,39000,88.7319619281548,60,108,77,1.17418459403192,72,1,0,0,102,81,1.05418904909999,0.72093023255814,0,102,80.6666666666667,1.05854520219544,0.72093023255814,0,54.58,96.6,97,90,0.299999999999997,3,-10,0,102,96,114,106,104.333333333333,112.545454545455,0,0
Hayden Young,FRE,MID,953000,0,97.5335175519394,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Kelly,GWS,MID,992000,-16000,101.524920683656,116,79,78,0.847882821165264,43,43,0,0,98.3333333333333,81,1.01629336432842,0.581081081081081,0,98.3,81,1.01594885810323,0.510204081632653,0,2.73,0.1,0,0,0.1,0,0,108,79,118,88.5,101,111.666666666667,107.555555555556,0,0
Lachlan Sholl,ADE,MID,802000,-51000,82.0796233752942,120,37,88,0.351983576220218,0,0,0,0,65.6666666666667,86,0.639219283192299,0,0,65.7,86,0.639543759985798,0,0,0.13,0,0,0,0,0,0,65.6666666666667,0,57.5,82,77,71,71,0,0
Elliot Yeo,WCE,MID,933000,0,95.4866441510593,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Redman,ESS,DEF,823000,-7000,84.2288404462184,90,95,88,0.903741614619477,0,0,50,5,80,88,0.761045570205876,0.0927835051546392,0.483870967741936,80,87.6666666666667,0.763939279598293,0.0927835051546392,0.483870967741936,0.61,0,0,0,0,0,0,95,72.5,79,82,0,0,0,0,0
Tim Kelly,WCE,MID,828000,-25000,84.7405587964384,103,60,77,0.652324774462179,64,-12,0,0,75,76,0.826134993973483,0.693181818181818,0,75,76.3333333333333,0.822527417580586,0.693181818181818,0,0.56,0,0,0,0,0,0,0,75,61.5,102,83,88,77.4285714285714,0,0
Max Holmes,GEE,DEF/MID,967000,7000,98.9663289325555,94,119,79,1.26102360936644,70,11,10,10,100.666666666667,77,1.09445601048654,0.629213483146067,0.0384615384615385,100.7,76.6666666666667,1.09957849319615,0.629213483146067,0.0384615384615385,18.25,30.9,31,30,9.2,15,10,106,98,106,98,120,90,63.1666666666667,0,0
Liam Duggan,WCE,DEF,808000,-50000,82.6936853955583,120,54,86,0.525652405467779,4,4,12,12,64.3333333333333,79,0.681729850441803,0.159090909090909,0.0476190476190476,64.3,78.6666666666667,0.684263811618579,0.159090909090909,0.0476190476190476,0.92,0,0,0,0,0,0,0,64.3333333333333,62.5,68,105,73.3333333333333,64.5,0,0
Zac Fisher,NTH,DEF,846000,0,86.5827448572306,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massimo D'Ambrosio,HAW,MID,736000,-17000,75.3249411523897,86,63,79,0.667600734370471,0,0,0,0,68.75,77,0.747455470737914,0,0,67.3,76,0.741318467925539,0,0,4.54,0,0,0,0,0,0,68.75,0,54,83.5,0,0,0,0,0
Kieren Briggs,GWS,RUC,807000,-63000,82.5913417255143,138,86,74,0.972904201911835,91,91,0,0,47,43,0.915024557666134,0.324324324324324,0,47,74,0.531703459184375,0.428571428571429,0,1.8,0,0,0,0,0,0,8,86,8,86,111,111,111,0,0
Tom Liberatore,WBD,MID,989000,54000,101.217889673524,61,142,86,1.38227114030416,81,2,0,0,119.666666666667,83,1.20697548463574,0.795180722891566,0,119.7,83,1.20731168950612,0.795180722891566,0,6.09,26.1,42,60,15.1,24,30,125,109,108.5,142,105,99.6666666666667,85.3,0,0
Will Setterfield,ESS,MID,833000,0,85.2522771466585,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Docherty,CAR,MID,726000,-14000,74.3015044519497,83,76,89,0.714869771564171,0,0,0,0,67.3333333333333,67,0.841315053232565,0.0547945205479452,0,67.3,67.3333333333333,0.836735696470411,0.0547945205479452,0,2.1,0.1,0,0,0.1,0,0,0,67.3333333333333,73,56,87,116,103.111111111111,0,0
Nick Vlastuin,RIC,DEF,765000,-43000,78.292907583666,111,54,77,0.587092297015961,0,0,20,-1,64,81,0.661451952376465,0,0.25,64,81,0.661451952376465,0,0.25,0.8,0,0,0,0,0,0,85,53.5,85,53.5,58,82.6666666666667,70.0769230769231,0,0
Will Brodie,FRE,MID,481000,0,49.2273052911677,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl Amon,HAW,DEF,927000,-25000,94.8725821307952,116,60,80,0.627862595419847,0,0,60,35,92.25,83,0.930446978754713,0,0.386363636363636,87.3,82.6666666666667,0.884071041615365,0,0.371428571428571,4.62,0.8,0,0,-0.1,-3,0,92.25,0,85.5,99,0,0,0,0,0
Jacob Hopper,RIC,MID,790000,-21000,80.8514993347662,95,83,81,0.857820500738228,77,1,0,0,72.6666666666667,79,0.770036825887633,0.786516853932584,0,72.7,79,0.770390053789416,0.786516853932584,0,0.48,0,0,0,0,0,0,81,68.5,81,68.5,103,86.6666666666667,80.625,0,0
Jake Lloyd,SYD,DEF/MID,785000,0,80.3397809845461,73,0,0,0,0,0,0,-9,82,89,0.771306858792921,0,0.027027027027027,82,90,0.762736782584111,0,0.04,4.12,0,0,0,0,0,0,99,73.5,73.5,99,87,80,88.8181818181818,0,0
Dylan Moore,HAW,FWD,826000,-49000,84.5358714563504,120,67,88,0.637375665047421,9,5,0,0,70.75,86,0.68870199420084,0.101851851851852,0,69.7,87,0.670682343306718,0.0759493670886076,0,20.26,0.1,0,0,-0.4,0,0,70.75,0,82,59.5,0,0,0,0,0
James Sicily,HAW,DEF,844000,-30000,86.3780575171426,109,63,99,0.532731899144113,0,0,10,-23,78.25,95,0.689547341636534,0,0.272727272727273,77.3,96.6666666666667,0.669431429323506,0,0.285714285714286,12.2,1.6,0,0,-0.7,-2,0,78.25,0,75.5,81,0,0,0,0,0
Darcy Cameron,COL,RUC,1007000,0,103.060075734316,113,0,0,0,0,-79,0,0,101.666666666667,78,1.09115721711142,0.7625,0,101.7,78,1.09151497357604,0.8,0,4.96,0.5,0,0,0.2,-1,0,84.5,136,69,118,102,97.6666666666667,72.375,0,0
Sean Darcy,FRE,RUC,798000,0,81.6702486951182,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Roberts,SYD,DEF,840000,0,85.9686828369665,75,0,0,0,0,0,0,-45,93.3333333333333,93,0.84015066531688,0,0.243243243243243,93.3,91.5,0.853618654319443,0,0.32,44.57,85.9,76,70,-7.69999999999999,-16,-30,95,92.5,92.5,95,89,89,89,0,0
James Worpel,HAW,MID,774000,0,79.214000614062,98,0,0,0,0,0,0,0,49,44,0.932280823502197,0.12037037037037,0,49,0,0,0,0,1.63,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0
Willem Drew,PTA,MID,820000,-27000,83.9218094360864,104,54,73,0.619261737948343,48,-34,0,0,73.3333333333333,75,0.818546791065875,0.686046511627907,0,73.3,75,0.818174724342663,0.686046511627907,0,0.3,0,0,0,0,0,0,108,56,108,56,97,90,75.5,0,0
Blake Acres,CAR,MID,804000,-54000,82.2843107153823,123,64,86,0.622995443517368,0,0,0,0,63.3333333333333,83,0.63878925370694,0,0,63.3,82.6666666666667,0.641027456291554,0,0,0.57,0,0,0,0,0,0,0,63.3333333333333,49,92,74,89.3333333333333,80.5555555555556,0,0
Jarrod Berry,BRL,MID,918000,6000,93.9514891003991,91,75,71,0.884313514675841,0,0,0,0,99,78,1.06253669994128,0,0,99,78.3333333333333,1.05801526717557,0,0,0.81,0.6,0,0,0.5,0,0,99,0,96.5,104,78,62.3333333333333,66.7272727272727,0,0
Bailey Scott,NTH,MID,778000,-33000,79.6233752942381,105,47,82,0.479829950971265,0,0,0,0,69,82,0.70443120461739,0,0,69,82.3333333333333,0.701579256420558,0,0,0.13,0,0,0,0,0,0,81,63,81,63,57,73.6666666666667,64.6,0,0
Ed Langdon,MEL,MID,811000,12000,83.0007164056903,73,108,97,0.932084677736681,3,-42,0,0,85.6666666666667,93,0.77113828923728,0.186046511627907,0,85.7,93.3333333333333,0.768683206106871,0.186046511627907,0,0.22,0.1,0,0,0.1,0,0,0,85.6666666666667,95.5,66,86,80,77.6,0,0
Andrew McGrath,ESS,DEF,807000,-56000,82.5913417255143,127,35,81,0.361731536455879,0,-2,8,8,66.3333333333333,82,0.677206810236041,0.0103092783505155,0.0645161290322581,66.3,82,0.676866505306274,0.0103092783505155,0.0645161290322581,1.14,0.4,0,0,-0.3,-1,0,35,82,46.5,106,0,0,0,0,0
