playerId,snapshot_season,snapshot_round,gamesPlayed,teamId,teamAbbr,teamName,teamNickname,givenName,surname,age,heightCm,weightKg,jumperNumber,stateOfOrigin,debutYear,recruitedFrom,draftType,position,photoURL,dateOfBirth
CD_I1005258,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Eloise,Jones,26,169,0,2,SA,2018,Morphettville Park (SA)/Glenelg (SANFLW),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005258.png?im=Scale,width=0.6,height=0.6",28/04/1999
CD_I1005264,2025,2,2,CD_T9409,YAR,Yartapuulti,Power,Ashleigh,Woodland,26,176,0,8,SA,2019,Salisbury (SA)/Melbourne/North Adelaide (SANFLW)/Adelaide,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005264.png?im=Scale,width=0.6,height=0.6",09/09/1998
CD_I1005269,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Anne,Hatchard,27,175,0,33,SA,2017,Ingle Farm (SA)/Morphettville Park (SA),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005269.png?im=Scale,width=0.6,height=0.6",07/03/1998
CD_I1005279,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Ebony,Marinoff,27,169,0,10,SA,2017,Lockleys (SA)/Morphettville Park (SA),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005279.png?im=Scale,width=0.6,height=0.6",15/11/1997
CD_I1005285,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Sarah,Allan,27,178,0,39,SA,2017,Hatherleigh (SA)/Salisbury (SA),other,KEY_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005285.png?im=Scale,width=0.6,height=0.6",19/11/1997
CD_I1005361,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Daria,Bannister,26,162,0,3,TAS,2018,Launceston (TSLW)/Western Bulldogs/North Melbourne,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005361.png?im=Scale,width=0.6,height=0.6",20/04/1999
CD_I1005374,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Ellyse,Gamble,27,180,0,14,TAS,2017,Burnie Dockers (TSLW)/Western Bulldogs,other,KEY_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005374.png?im=Scale,width=0.6,height=0.6",16/09/1997
CD_I1005386,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Stevie-Lee,Thompson,33,169,0,14,NT,2017,Wanderers (NTFL),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005386.png?im=Scale,width=0.6,height=0.6",23/03/1992
CD_I1005437,2025,2,2,CD_T7886,WAL,Walyalup,Dockers,Laura,Pugh,31,174,0,32,WA,2019,West Perth (WAFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005437.png?im=Scale,width=0.6,height=0.6",01/11/1993
CD_I1005452,2025,2,2,CD_T8796,EUR,Euro-Yroke,St Kilda,Nicola,Barr,29,168,0,17,NSW,2017,Queenwood (NSW)/Sydney University (AFL Sydney)/GWS GIANTS,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005452.png?im=Scale,width=0.6,height=0.6",03/06/1996
CD_I1005453,2025,2,2,CD_T7889,GWS,GWS GIANTS,GIANTS,Rebecca,Beeson,28,165,0,6,NSW,2017,Macquarie University (AFL Sydney)/UNSW-ES Stingrays (AFL Sydney),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005453.png?im=Scale,width=0.6,height=0.6",20/02/1997
CD_I1005630,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Alexandra,Anderson,31,162,0,18,QLD,2017,Zillmere (QAFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005630.png?im=Scale,width=0.6,height=0.6",25/03/1994
CD_I1005659,2025,2,2,CD_T8796,EUR,Euro-Yroke,St Kilda,Arianna,Clarke,26,172,0,34,QLD,2018,Coolangatta (QWAFL)/Sandringham Zebras,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005659.png?im=Scale,width=0.6,height=0.6",16/08/1999
CD_I1005661,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Breanna,Koenen,30,170,0,3,QLD,2017,Magnetic Island (Qld)/North Cairns (Qld)/University Of Queensland (QAFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005661.png?im=Scale,width=0.6,height=0.6",31/12/1994
CD_I1005663,2025,2,2,CD_T8467,GEEL,Geelong Cats,Cats,Erica,Fowler,33,181,0,17,QLD,2019,Yeronga South Brisbane (QAFLW)/Collingwood (VFLW),other,RUCK,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005663.png?im=Scale,width=0.6,height=0.6",08/07/1992
CD_I1005863,2025,2,2,CD_T7386,NAR,Narrm,Demons,Lauren,Pearce,32,184,0,15,VIC,2017,Darebin Falcons (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005863.png?im=Scale,width=0.6,height=0.6",12/01/1993
CD_I1005865,2025,2,2,CD_T8787,WAA,Waalitj Marawar,Eagles,Jessica,Hosking,29,166,0,11,VIC,2018,Seaford (VFLW)/Carlton/Richmond,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005865.png?im=Scale,width=0.6,height=0.6",02/12/1995
CD_I1005866,2025,2,2,CD_T9407,HAW,Hawthorn,Hawks,Ainslie,Kemp,28,170,0,16,VIC,2017,Kyenton (Vic)/Bendigo Thunder (VFLW)/VU Western Spurs (VFLW)/Melbourne/Hawthorn (VFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005866.png?im=Scale,width=0.6,height=0.6",18/03/1997
CD_I1005955,2025,2,2,CD_T9409,YAR,Yartapuulti,Power,Justine,Mules-Robinson,30,162,0,1,SA,2017,Morphettville Park (SA)/Adelaide,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1005955.png?im=Scale,width=0.6,height=0.6",15/12/1994
CD_I1006666,2025,2,2,CD_T8788,RICH,Richmond,Richmond,Sarah,Hosking,29,164,0,7,VIC,2017,Seaford (VFLW)/Carlton,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1006666.png?im=Scale,width=0.6,height=0.6",02/12/1995
CD_I1006996,2025,2,2,CD_T8788,RICH,Richmond,Richmond,Lauren,Brazzale,31,163,0,12,VIC,2017,Eltham (Vic)/Diamond Creek (VFLW)/Carlton/Collingwood,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1006996.png?im=Scale,width=0.6,height=0.6",05/11/1993
CD_I1006997,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Stephanie,Cain,29,168,0,20,WA,2017,Forrestfield (WA)/Swan Districts (WAFLW)/Fremantle,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1006997.png?im=Scale,width=0.6,height=0.6",04/06/1996
CD_I1007001,2025,2,2,CD_T8467,GEEL,Geelong Cats,Cats,Kate,Darby,34,181,0,8,VIC,2017,Riddells Creek (Vic)/Carlton/Geelong (VFLW),other,RUCK,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007001.png?im=Scale,width=0.6,height=0.6",18/11/1990
CD_I1007006,2025,2,2,CD_T9408,SYD,Sydney Swans,Swans,Jas,Grierson,27,174,0,11,VIC,2017,Whitehorse (Vic)/Cranbourne (VFLW)/GWS Giants,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007006.png?im=Scale,width=0.6,height=0.6",16/05/1998
CD_I1007011,2025,2,2,CD_T7386,NAR,Narrm,Demons,Sarah,Lampard,28,170,0,8,VIC,2017,VU Western Spurs (VFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007011.png?im=Scale,width=0.6,height=0.6",07/07/1997
CD_I1007017,2025,2,2,CD_T9407,HAW,Hawthorn,Hawks,Tilly,Lucas-Rodd,29,163,0,18,VIC,2017,East Malvern (Vic)/St Kilda Sharks (VFLW)/Carlton/St Kilda,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007017.png?im=Scale,width=0.6,height=0.6",18/04/1996
CD_I1007023,2025,2,2,CD_T8096,CARL,Carlton,Blues,Breann,Harrington,28,180,0,16,VIC,2017,South Belgrave (Vic)/Cranbourne (VFLW),other,RUCK,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007023.png?im=Scale,width=0.6,height=0.6",04/03/1997
CD_I1007025,2025,2,2,CD_T8796,EUR,Euro-Yroke,St Kilda,Natalie,Plane,29,162,0,32,VIC,2017,Seaford (VFLW)/Carlton,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007025.png?im=Scale,width=0.6,height=0.6",04/08/1996
CD_I1007026,2025,2,2,CD_T8096,CARL,Carlton,Blues,Gabriella,Pound,30,163,0,6,ACT,2017,Riverina (AFL Canberra)/Melbourne Univeristy (VFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007026.png?im=Scale,width=0.6,height=0.6",16/10/1994
CD_I1007027,2025,2,2,CD_T8097,COLL,Collingwood,Magpies,Ruby,Schleicher,27,175,0,18,WA,2017,Willetton (WA)/East Fremantle (WAFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007027.png?im=Scale,width=0.6,height=0.6",16/03/1998
CD_I1007028,2025,2,2,CD_T8467,GEEL,Geelong Cats,Cats,Shelley,Scott,37,170,0,15,VIC,2017,VU Western Spurs (VFLW)/Melbourne,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007028.png?im=Scale,width=0.6,height=0.6",16/03/1988
CD_I1007029,2025,2,2,CD_T8787,WAA,Waalitj Marawar,Eagles,Belinda,Smith,30,165,0,14,WA,2017,Lake Grace-Pingrup (WA)/East Fremantle (WAFLW)/Fremantle/Western Bulldogs,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007029.png?im=Scale,width=0.6,height=0.6",01/06/1995
CD_I1007030,2025,2,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,Jamie,Stanton,29,166,0,17,QLD,2017,Coolangatta (QAFLW)/Brisbane Lions/North Melbourne,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007030.png?im=Scale,width=0.6,height=0.6",07/11/1995
CD_I1007130,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Shannon,Campbell,28,171,0,20,QLD,2017,Nambour &amp; Hinterland (Qld)/Wilston Grange (QAFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007130.png?im=Scale,width=0.6,height=0.6",24/09/1996
CD_I1007138,2025,2,2,CD_T8466,NMFC,Kangaroos,Kangaroos,Kate,Shierlaw,36,182,0,33,VIC,2017,Wimbledon (AFL London)/Carlton/Darebin Falcons (VFLW)/St Kilda,other,KEY_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007138.png?im=Scale,width=0.6,height=0.6",28/02/1989
CD_I1007141,2025,2,2,CD_T9409,YAR,Yartapuulti,Power,Gemma,Houghton,31,179,0,27,WA,2017,Fremantle,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007141.png?im=Scale,width=0.6,height=0.6",31/12/1993
CD_I1007144,2025,2,2,CD_T7886,WAL,Walyalup,Dockers,Gabby,O'Sullivan,31,167,0,9,WA,2017,East Fremantle (WAFLW),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007144.png?im=Scale,width=0.6,height=0.6",21/03/1994
CD_I1007151,2025,2,2,CD_T7889,GWS,GWS GIANTS,GIANTS,Aliesha,Newman,29,160,0,16,VIC,2017,Wyndham Vale (Vic)/Maribynong College (Vic)/Melbourne/Collingwood/Sydney,other,MIDFIELDER_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007151.png?im=Scale,width=0.6,height=0.6",16/09/1995
CD_I1007152,2025,2,2,CD_T8096,CARL,Carlton,Blues,Harriet,Cordner,33,177,0,21,VIC,2017,Melbourne/Richmond,other,KEY_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007152.png?im=Scale,width=0.6,height=0.6",22/07/1992
CD_I1007155,2025,2,2,CD_T8467,GEEL,Geelong Cats,Cats,Meghan,McDonald,34,177,0,11,VIC,2017,Darebin Falcons (VFLW)/Western Bulldogs,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007155.png?im=Scale,width=0.6,height=0.6",29/06/1991
CD_I1007157,2025,2,2,CD_T8466,NMFC,Kangaroos,Kangaroos,Libby,Birch,27,175,0,2,VIC,2017,Darebin Falcons (VFLW)/Western Bulldogs/Melbourne,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007157.png?im=Scale,width=0.6,height=0.6",03/12/1997
CD_I1007313,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Jess,Allan,26,185,0,32,SA,2018,Hatherleigh (SA)/Salisbury (SA)/GWS Giants,other,RUCK,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007313.png?im=Scale,width=0.6,height=0.6",26/05/1999
CD_I1007327,2025,2,2,CD_T8788,RICH,Richmond,Richmond,Montana,McKinnon,24,183,0,10,SA,2020,Morphettville Park (SA)/South Adelaide (SANFLW)/Adelaide,other,RUCK,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007327.png?im=Scale,width=0.6,height=0.6",14/07/2001
CD_I1007342,2025,2,2,CD_T8467,GEEL,Geelong Cats,Cats,Chloe,Scheer,25,165,0,14,SA,2019,Modbury (SA)/North Adelaide (SANFLW)/Adelaide,other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007342.png?im=Scale,width=0.6,height=0.6",07/10/1999
CD_I1007360,2025,2,2,CD_T9409,YAR,Yartapuulti,Power,Ebony,O'Dea,30,167,0,2,SA,2020,Adelaide Uni FC (SA),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1007360.png?im=Scale,width=0.6,height=0.6",15/12/1994
CD_I1009764,2025,2,2,CD_T7386,NAR,Narrm,Demons,Eden,Zanker,25,183,0,29,VIC,2018,Tooleybuc-Manangatang (Vic)/Woorinen (Vic)/Bendigo U18,other,KEY_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009764.png?im=Scale,width=0.6,height=0.6",11/11/1999
CD_I1009765,2025,2,2,CD_T9406,ESS,Essendon,Bombers,Sophie,Van De Heuvel,24,171,0,27,VIC,2019,Ballarat (Vic)/GWV U18/Williamstown (VFLW)/Geelong,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009765.png?im=Scale,width=0.6,height=0.6",10/12/2000
CD_I1009770,2025,2,2,CD_T8786,GCFC,Gold Coast SUNS,SUNS,Elise,Barwick,26,169,0,6,TAS,2023,North Hobart (Tas) / South Adelaide (SANFLW),other,MIDFIELDER_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009770.png?im=Scale,width=0.6,height=0.6",31/03/1999
CD_I1009772,2025,2,2,CD_T8466,NMFC,Kangaroos,Kangaroos,Mia,King,24,166,0,23,TAS,2020,East Launceston (Tas)/Tasmania U18/Launceston (TSLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009772.png?im=Scale,width=0.6,height=0.6",06/04/2001
CD_I1009794,2025,2,2,CD_T8098,KUW,Kuwarna,Crows,Danielle,Ponter,25,170,0,15,NT,2019,St Marys (NTFL)/Essendon (VFLW),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009794.png?im=Scale,width=0.6,height=0.6",08/01/2000
CD_I1009798,2025,2,2,CD_T8097,COLL,Collingwood,Magpies,Mattea,Breed,24,173,0,14,NT,2023,Darwin Buffaloes/Souther Distribts/Norwood FC/ Payneham/North Adelaide FC/Hawthorn,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009798.png?im=Scale,width=0.6,height=0.6",31/07/2001
CD_I1009799,2025,2,2,CD_T7889,GWS,GWS GIANTS,GIANTS,Alyce,Parker,25,165,0,3,NSW,2019,Thurgoona (NSW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009799.png?im=Scale,width=0.6,height=0.6",15/08/2000
CD_I1009801,2025,2,2,CD_T7889,GWS,GWS GIANTS,GIANTS,Haneen,Zreika,26,160,0,24,NSW,2019,Auburn (AFL Sydney),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009801.png?im=Scale,width=0.6,height=0.6",15/04/1999
CD_I1009803,2025,2,2,CD_T9408,SYD,Sydney Swans,Swans,Alexia,Hamilton,24,180,0,30,ACT,2020,Belconnen (AFL Canberra)/Queanbeyan (AFL Canberra)/Gold Coast/Bond University (QAFLW)/North Melbourne (VFLW)/North Melbourne,other,RUCK,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009803.png?im=Scale,width=0.6,height=0.6",19/10/2000
CD_I1009805,2025,2,2,CD_T7387,WB,Western Bulldogs,Bulldogs,Maggie,Gorham,23,175,0,6,ACT,2023,Belconnen (AFL Canberra)/GWS Giant's List/Ainslie (AFL Canberra),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009805.png?im=Scale,width=0.6,height=0.6",16/09/2001
CD_I1009813,2025,2,2,CD_T9408,SYD,Sydney Swans,Swans,Brenna,Tarrant,23,173,0,20,NSW,2020,Emu Plains-Glenmore Park (NSW)/East Coast (AFL Sydney)/Melbourne,other,KEY_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009813.png?im=Scale,width=0.6,height=0.6",03/11/2001
CD_I1009822,2025,2,2,CD_T7889,GWS,GWS GIANTS,GIANTS,Georgia,Garnett,23,176,0,17,NSW,2021,Kellyville-Rouse Hill (NSW)/East Coast (AFL Sydney),other,MEDIUM_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009822.png?im=Scale,width=0.6,height=0.6",05/09/2001
CD_I1009824,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Lily,Postlethwaite,23,163,0,6,QLD,2020,Moreton Bay (Qld)/Maroochydore (QAFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009824.png?im=Scale,width=0.6,height=0.6",29/10/2001
CD_I1009827,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Dion,Heslop,24,169,0,4,QLD,2020,Southport (Qld)/Broadbeach (Qld)/Yeronga South Brisbane (QAFLW)/Gold Coast,other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009827.png?im=Scale,width=0.6,height=0.6",30/07/2001
CD_I1009828,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Jade,Ellenger,25,164,0,5,QLD,2019,Coorparoo (QAFLW),other,MEDIUM_DEFENDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009828.png?im=Scale,width=0.6,height=0.6",04/03/2000
CD_I1009829,2025,2,2,CD_T7387,WB,Western Bulldogs,Bulldogs,Zimmorlei,Farquharson,23,176,0,21,QLD,2022,Dalby (Qld)/Yeronga South Brisbane (QAFLW)/Brisbane,other,KEY_FORWARD,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009829.png?im=Scale,width=0.6,height=0.6",27/04/2002
CD_I1009831,2025,2,2,CD_T8097,COLL,Collingwood,Magpies,Tarni,White,24,166,0,29,QLD,2020,Wynnum (Qld)/Coorparoo (QAFLW)/St Kilda,other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009831.png?im=Scale,width=0.6,height=0.6",31/01/2001
CD_I1009833,2025,2,2,CD_T7887,BL,Brisbane Lions,Lions,Isabel,Dawes,24,162,0,17,QLD,2020,Coolum Beach (Qld)/Wilston Grange (QAFLW)/Maroochydore (QAFLW),other,MIDFIELDER,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2025264/1009833.png?im=Scale,width=0.6,height=0.6",11/05/2001
