Player,Team,Position,Price,PriceChg,PricedAt,BreakEven,LastScore,LastTG,LastPPM,LastCBA,CBAchg,LastKI,KIchg,SeasAvg,SeasTG,SeasPPM,SeasCBA,SeasKI,Last3Score,Last3TG,Last3PPM,Last3CBA,Last3KI,OwnershipTotal,OwnershipTop1000,OwnershipTop100,OwnershipTop10,OwnershipTop1000Chg,OwnershipTop100Chg,OwnershipTop10Chg,WinAvg,LossAvg,HomeAvg,AwayAvg,OppLastScore,OppLast3Score,OppCareer,ReservesAvg,ReservesLast
Adam Treloar,WBD,MID,628200,0,121.333790958605,125,,,,0,0,0,0,,,,,,102.666666666667,80.3333333333333,1.27800829875519,69.6666666666667,0,0.161883,0,0,0,0,0,0,,,,,151,98.3333333333333,100.8,0,0
Nic Martin,ESS,DEF/FWD,516500,-12900,99.7594763293844,138,108,95,0.870967741935484,0,0,0,0,90.25,94.75,0.745802228334862,0,0,95.6666666666667,94.6666666666667,1.01056338028169,0,0,4.00864,0.1,0,0,-0.1,0,0,98,82.5,89.5,91,112,97.6666666666667,102.2,0,0
Josh Dunkley,BRL,MID,579900,-23600,112.00487961938,143,88,78,0.862745098039216,86,18,0,0,119.4,82.8,1.09583737535341,81.2,0,102.333333333333,80.3333333333333,1.27385892116183,80.3333333333333,0,11.0021,11.1,14,0,-5,-8,-20,119.4,,111,125,108,101,94,0,0
Nasiah Wanganeen-Milera,STK,DEF,567500,16100,109.609879606826,97,133,79,1.33,6,6,29,-13,115,83.8,1.08088843965259,1.8,4.6,122,82.3333333333333,1.48178137651822,2,35.6666666666667,12.7076,22.4,27,30,5.1,7,20,115.333333333333,114.5,118.666666666667,109.5,69,65,65,0,0
Matt Crouch,ADE,MID,513700,-26900,99.2186698749366,134,72,63,0.878048780487805,62,62,0,0,86.5,68.25,0.947416338833655,67,0,87.3333333333333,66,1.32323232323232,62.6666666666667,0,0.276122,0,0,0,0,0,0,91.3333333333333,72,67.6666666666667,143,86,119,109.375,0,0
Jai Newcombe,HAW,MID,548000,8700,105.843548941922,85,104,79,0.97196261682243,77,77,0,0,102.6,81.4,0.985721801695732,77.6,0,114,78.3333333333333,1.45531914893617,77.6666666666667,0,3.20735,0.5,0,0,0.2,0,0,102.25,104,85,114.333333333333,65,67.6666666666667,75,0,0
Jordan Dawson,ADE,MID,532700,-22800,102.888427958689,113,60,87,0.530973451327434,81,1,0,0,101.4,82.4,0.950620180299116,74.6,0,93.3333333333333,83.3333333333333,1.12,81,0,14.713,19.4,15,30,-10.2,-17,-40,107.666666666667,92,86.3333333333333,124,94,105.666666666667,97.1111111111111,0,0
Matt Rowell,GCS,MID,559100,1200,107.987460243483,124,126,81,1.15596330275229,86,3,0,0,118.25,82,1.11676648140491,80.5,0,112,83,1.34939759036145,81.6666666666667,0,13.2614,6.3,8,10,0.0999999999999996,1,-20,118.25,,74,133,113,119.333333333333,105.6,0,0
Caleb Serong,FRE,MID,589200,-1300,113.801129628796,107,103,79,1.05102040816327,81,-9,0,0,110.2,81.4,1.06216236606667,79.8,0,116.666666666667,81,1.440329218107,80.6666666666667,0,26.6311,15.8,14,0,-8.2,-13,-10,116.666666666667,100.5,120.5,103.333333333333,140,111.666666666667,98.8571428571429,0,0
Lachie Neale,BRL,MID,553800,-23800,106.963790883278,145,90,88,0.782608695652174,86,-2,0,0,93,85.8,0.826377628854745,77,0,97,86.6666666666667,1.11923076923077,77,0,24.2381,10,4,10,-4.5,-5,10,93,,102,87,123,116.333333333333,100.933333333333,0,0
Colby McKercher,NTH,DEF/MID,379400,-32700,73.2792745776736,97,22,60,0.275,0,0,0,0,58.8,74.8,0.590198106731355,0.6,0,57.3333333333333,73,0.785388127853881,1,0,3.32971,0,0,0,-0.1,0,0,56,59.5,52.6666666666667,68,94,84,84,0,0
Tim Taranto,RIC,MID,473100,5700,91.3769762854438,89,101,86,0.94392523364486,81,5,0,0,86.2,85.6,0.790563561715034,81.8,0,97.3333333333333,83.3333333333333,1.168,81.3333333333333,0,0.658361,0,0,0,0,0,0,69,90.5,89,82,105,98,91.2,0,0
Reilly O'Brien,ADE,RUC,428200,-23200,82.7047584980491,120,67,82,0.626168224299065,81,1,0,0,75.2,84.6,0.677763861600556,86,0,72.3333333333333,84,0.861111111111111,85,0,0.57769,0,0,0,0,0,0,80.3333333333333,67.5,77,72.5,94,94.6666666666667,90.5714285714286,0,0
Brodie Grundy,SYD,RUC,530400,2400,102.444194085393,117,122,78,1.23232323232323,72,-5,0,0,99,75.8,1.04811984353559,77.8,0,107,72.6666666666667,1.47247706422018,72.3333333333333,0,0.838653,0.1,0,0,0.1,0,0,99.5,98.6666666666667,87,107,89,85.6666666666667,103.8,0,0
Zak Butters,PTA,MID,648900,0,125.331895818272,162,135,81,1.23853211009174,66,-7,0,0,121,77.5,1.18841499121608,69.5,0,119,77.3333333333333,1.53879310344828,62.3333333333333,0,1.17595,0.1,0,0,0.1,0,0,135,107,121,,132,96.3333333333333,94.25,0,0
Marcus Bontempelli,WBD,MID,681000,0,131.531855528191,136,,,,0,0,0,0,,,,,,119.333333333333,82.6666666666667,1.44354838709677,77.3333333333333,0,2.10123,0,0,0,0,0,0,,,,,125,143.666666666667,108.153846153846,0,0
Tom Mitchell,COL,MID,395200,0,76.3309681420575,79,,,,0,0,0,0,,,,,,87,68,1.27941176470588,64.6666666666667,0,0.139144,0,0,0,0,0,0,,,,,121,88.3333333333333,118.727272727273,0,0
Josh Daicos,COL,MID/DEF,449100,-20600,86.7414923901772,106,59,82,0.567307692307692,0,0,17,-3,83.4,85.8,0.758702370453324,0,1.8,78,84.6666666666667,0.921259842519685,0,15.6666666666667,1.94476,0.1,0,0,0.1,0,0,80.5,95,79.3333333333333,89.5,93,95.6666666666667,84.75,0,0
Jack Sinclair,STK,DEF/MID,642200,2600,124.037823230843,103,108,88,0.964285714285714,13,9,43,-7,125.6,84.2,1.16951792872727,8,5,129.333333333333,85.3333333333333,1.515625,5.66666666666667,52.3333333333333,20.6025,26.5,30,40,-5.9,-15,-30,141.666666666667,101.5,138.333333333333,106.5,73,110,74.7,0,0
Luke Davies-Uniacke,NTH,MID,504700,-20000,97.4803634142116,147,101,85,0.885964912280702,83,13,0,0,92.8,84.8,0.847126238596293,75.8,0,89.3333333333333,83.6666666666667,1.06772908366534,77.3333333333333,0,4.8029,1.5,0,0,0.7,-1,0,108,89,104.333333333333,75.5,97,88.6666666666667,74.7142857142857,0,0
Toby Nankervis,RIC,RUC,548000,4600,105.843548941922,116,125,82,1.23762376237624,89,7,0,0,103.2,81.8,0.990311924262419,82,0,111.666666666667,80.3333333333333,1.39004149377593,85,0,2.5636,1.9,0,0,0,-1,0,114,100.5,108.666666666667,95,106,69.6666666666667,69.6666666666667,0,0
Tim English,WBD,RUC,523200,-7400,101.053548916813,130,112,87,0.982456140350877,83,6,0,0,94.2,81.2,0.90001808928195,76.8,0,100,81.6666666666667,1.22448979591837,77.6666666666667,0,5.09418,0.8,0,0,0.2,0,0,69.5,110.666666666667,94.3333333333333,94,114,101.333333333333,83.5,0,0
Sam Flanders,GCS,DEF/MID,581900,-59600,112.391169943986,229,93,77,0.894230769230769,14,-19,0,0,82.6666666666667,75,0.846489621489621,29.3333333333333,0,82.6666666666667,75,1.10222222222222,29.3333333333333,0,2.28153,0,0,0,0,0,0,82.6666666666667,,84,82,161,103,80.4,0,0
Oscar McInerney,BRL,RUC,469800,-35700,90.7395972498447,130,48,81,0.448598130841121,83,-2,0,0,82.75,80,0.788787160238356,84,0,73.6666666666667,80.3333333333333,0.91701244813278,84.6666666666667,0,1.2615,0,0,0,0,0,0,82.75,,59,90.6666666666667,131,113,85.9,0,0
Rory Laird,ADE,MID/DEF,511500,-14700,98.7937505178705,133,99,77,0.98019801980198,0,0,0,0,94.2,78.2,0.908955590708158,0,0.2,93.6666666666667,75.6666666666667,1.23788546255507,0,0,0.592309,0.3,2,0,0,2,0,104.666666666667,78.5,108,73.5,113,104.666666666667,94.3076923076923,0,0
Jarrod Witts,GCS,RUC,554100,-29300,107.021734431969,141,73,81,0.669724770642202,75,-12,0,0,106.5,83.5,0.982701845929236,81.25,0,94,83.6666666666667,1.12350597609562,80.3333333333333,0,2.63724,0.2,0,0,0,-1,0,106.5,,100,108.666666666667,121,108.333333333333,97.4,0,0
George Hewett,CAR,MID,571100,25100,110.305202191116,76,132,80,1.32,70,14,0,0,120,78,1.20924481019531,66.2,0,127.666666666667,80,1.59583333333333,66.3333333333333,0,1.97346,1.6,0,0,1.2,0,0,132,117,127,109.5,109,100,91.1818181818182,0,0
Lloyd Meek,HAW,RUC,529500,-2000,102.27036343932,110,105,86,0.897435897435897,94,94,0,0,103.4,83,0.968711349719379,90.6,0,104.333333333333,82,1.27235772357724,92,0,7.30261,2.2,1,0,1.1,-1,0,103,105,98,107,114,82.6666666666667,87,0,0
Hugh McCluggage,BRL,MID,620700,33700,119.885202241334,60,135,80,1.28571428571429,69,-2,0,0,127.8,80.8,1.20686297032486,71.2,0,142.333333333333,82.6666666666667,1.72177419354839,68.3333333333333,0,3.87166,1.8,1,0,1.3,1,0,127.8,,134,123.666666666667,123,108.666666666667,92.25,0,0
Isaac Heeney,SYD,MID,541800,-20200,104.646048935645,165,118,84,1.11320754716981,75,5,0,0,99.6,83.6,0.949699842383444,77.4,0,96.6666666666667,82.6666666666667,1.16935483870968,74,0,5.87057,0,0,0,-0.2,0,0,86,108.666666666667,104,96.6666666666667,75,94.6666666666667,97.125,0,0
Jayden Short,RIC,DEF,437500,9900,84.501008507465,81,103,77,1.09574468085106,0,0,33,3,86.4,83.6,0.815109764786346,0,3.8,92.6666666666667,82.3333333333333,1.12550607287449,0,30,15.9891,11.3,6,10,2.1,-1,10,83,87.25,90.6666666666667,80,115,113,94,0,0
Touk Miller,GCS,MID,567700,1100,109.648508639287,105,106,83,0.946428571428571,67,10,0,0,117.25,80,1.14319429093365,52.5,0,113.666666666667,82.3333333333333,1.38056680161943,50.6666666666667,0,1.93718,0.8,3,0,0.6,3,0,117.25,,108,120.333333333333,100,117,92.1,0,0
Darcy Parish,ESS,MID,481400,0,92.9800811325569,96,,,,0,0,0,0,,,,,,91.3333333333333,75.3333333333333,1.21238938053097,68,0,0.152138,0,0,0,0,0,0,,,,,148,134.333333333333,101.571428571429,0,0
James Rowbottom,SYD,MID,474300,-12300,91.6087504802072,118,89,79,0.89,72,-1,0,0,87.6,74.4,0.949072616896597,64.6,0,87.6666666666667,77,1.13852813852814,66.6666666666667,0,0.232267,0,0,0,0,0,0,87,88,87.5,87.6666666666667,53,61.6666666666667,63.1666666666667,0,0
Jordan Ridley,ESS,DEF,508900,-43700,98.2915730958833,206,106,86,0.946428571428571,0,0,33,33,77,73.3333333333333,0.815531820204717,0,3,77,73.3333333333333,1.05,0,30.3333333333333,0.418514,0,0,0,0,0,0,96,39,86,72.5,84,104.666666666667,102.8,0,0
Jordon Sweet,PTA,RUC,471000,1000,90.971371444608,113,114,87,0.966101694915254,94,9,0,0,94.6,84.6,0.875080206024355,83.2,0,94.3333333333333,85.6666666666667,1.1011673151751,83.3333333333333,0,1.88521,0.1,0,0,0,0,0,107,86.3333333333333,97,91,108,108,108,0,0
Jye Caldwell,ESS,MID,519900,0,100.416169881214,110,,,,0,0,0,0,110.333333333333,74.3333333333333,1.16490753420845,70.3333333333333,0,110.333333333333,74.3333333333333,1.48430493273543,70.3333333333333,0,0.878717,0.1,0,0,0,0,0,84,123.5,101,129,115,74.3333333333333,75.5,0,0
Ollie Wines,PTA,MID,506200,-19300,97.7700811576658,115,70,63,0.813953488372093,51,-3,0,0,94.8,72.6,1.02421430579131,59.6,0,90,72.6666666666667,1.23853211009174,57.3333333333333,0,0.321601,0,0,0,0,0,0,87,100,89.3333333333333,103,133,96.3333333333333,103.615384615385,0,0
Chad Warner,SYD,MID/FWD,499400,-24700,96.4566940540069,138,81,91,0.704347826086957,44,11,0,0,90,81.6,0.875161336388604,48.8,0,85.6666666666667,79.3333333333333,1.07983193277311,48.3333333333333,0,3.68704,0.1,0,0,-0.2,0,0,88,91.3333333333333,96.5,85.6666666666667,79,91.6666666666667,91.6666666666667,0,0
Tom Stewart,GEE,DEF,483500,0,93.3856859733927,163,,,,0,-5,0,-50,75.6666666666667,58.3333333333333,0.86633481638107,18.3333333333333,2.33333333333333,75.6666666666667,58.3333333333333,1.29714285714286,18.3333333333333,24,4.82347,1.9,2,0,0,2,0,109,9,109,9,115,102,93.8181818181818,0,0
Jack Viney,MEL,MID,386300,-25000,74.6119761975628,126,69,75,0.704081632653061,54,-1,0,0,65.2,76.4,0.674164178962914,63,0,63,76,0.828947368421053,60.3333333333333,0,0.334595,0,0,0,0,0,0,,65.2,64.3333333333333,66.5,67,75,99.9166666666667,0,0
Jordan Clark,FRE,DEF,547700,-10900,105.785605393231,130,104,89,0.945454545454546,0,0,20,-2,107.6,88.8,0.957590305607547,0,2,103,88.3333333333333,1.16603773584906,0,23.6666666666667,9.0633,34.1,43,40,1.7,9,0,103,114.5,111.5,105,113,102,86.4285714285714,0,0
Dan Houston,COL,DEF,562900,0,108.721411860233,153,,,,0,0,0,-20,105.333333333333,79.6666666666667,1.05988864192542,0,2.33333333333333,105.333333333333,79.6666666666667,1.32217573221757,0,24.3333333333333,7.81967,0.3,0,0,-1.2,-1,0,105.333333333333,,117.5,81,102,110.666666666667,87.4444444444445,0,0
Christian Petracca,MEL,MID/FWD,483200,-12300,93.3277424247019,125,96,86,0.857142857142857,65,15,0,0,88.8,86.2,0.815212067843647,59.2,0,89.3333333333333,85.6666666666667,1.04280155642023,55.6666666666667,0,8.12557,6,6,10,2.8,6,10,,88.8,91.3333333333333,85,85,113.666666666667,101.1,0,0
Connor Rozee,PTA,MID,498700,-12500,96.3214924403949,166,137,83,1.21238938053097,0,-69,14,14,107,83,1.00007624303513,56.6,0.2,92.3333333333333,83.3333333333333,1.108,50,4.66666666666667,22.6171,52.4,67,80,-2.1,17,30,133.5,89.3333333333333,114.333333333333,96,108,98.3333333333333,89.1666666666667,0,0
Bailey Dale,WBD,DEF,516800,-29800,99.8174198780752,137,68,85,0.612612612612613,0,0,50,-7,105.4,84.4,0.973653631536586,0,5.4,86.3333333333333,84.6666666666667,1.01968503937008,0,46.6666666666667,15.2885,15.1,19,0,-3.3,2,-10,104,106.333333333333,112,95.5,175,125.333333333333,98.625,0,0
Will Ashcroft,BRL,MID,538200,33800,103.950726351355,36,112,80,1.06666666666667,50,-3,0,0,111,81.4,1.05574630637797,55.8,0,126,80.3333333333333,1.56846473029046,59,0,22.6545,38.7,60,70,3.1,6,20,111,,120,105,92,83.5,83.5,0,0
Clayton Oliver,MEL,MID,469600,-9900,90.7009682173841,109,86,81,0.811320754716981,73,-4,0,0,97.4,80.2,0.961815565712202,73.2,0,88,78.6666666666667,1.11864406779661,74,0,60.919,84.9,96,90,-6.09999999999999,0,0,,97.4,86.3333333333333,114,79,79,105.111111111111,0,0
Hayden Young,FRE,MID,546100,0,105.476573133547,109,79,69,0.929411764705882,33,33,0,0,79,69,0.929411764705882,33,0,84.3333333333333,67.6666666666667,1.24630541871921,47,0,0.213318,0,0,0,0,0,0,79,,,79,109,104,99,0,0
Josh Kelly,GWS,MID,513600,-1100,99.1993553587063,118,115,85,1.07476635514019,65,20,0,0,105.4,83,0.984422246289307,56.6,0,101.666666666667,83,1.22489959839357,51,0,0.977255,0,0,0,-0.1,0,0,111.25,82,120,95.6666666666667,94,96,99.0769230769231,0,0
Lachlan Sholl,ADE,MID,325000,-58100,62.7721777484025,148,15,45,0.254237288135593,0,0,0,0,52,77.4,0.490342852781612,0,0,32.3333333333333,72.3333333333333,0.447004608294931,0,0,0.105576,0,0,0,0,0,0,65.6666666666667,31.5,45,62.5,82,52.6666666666667,53,0,0
Elliot Yeo,WCE,MID,564700,0,109.069073152378,113,,,,0,0,0,0,,,,,,94.3333333333333,72.3333333333333,1.30414746543779,76.3333333333333,0,0.048186,0,0,0,0,0,0,,,,,139,105.666666666667,91.7272727272727,0,0
Mason Redman,ESS,DEF,458000,-7000,88.4604843346719,103,86,87,0.761061946902655,0,0,44,44,86,87.5,0.77700831194326,6.75,4.75,87.3333333333333,86,1.01550387596899,0,46.3333333333333,0.442878,0,0,0,0,0,0,98.5,73.5,88,84,78,97,96.125,0,0
Tim Kelly,WCE,MID,462700,0,89.3682665974949,151,,,,0,-72,0,0,74,78.5,0.730144237632174,70,0,80,80,1,70.6666666666667,0,0.192203,0,0,0,0,0,0,,74,62.5,85.5,128,113.333333333333,80,0,0
Max Holmes,GEE,DEF/MID,542400,13200,104.761936033026,118,147,83,1.34862385321101,68,-14,20,20,112.4,79,1.12101702997018,68.2,0.6,115.333333333333,81.3333333333333,1.41803278688525,73.3333333333333,10,27.5461,34.5,43,40,10.8,15,0,114.666666666667,109,98.5,121.666666666667,82,93.6666666666667,77,0,0
Liam Duggan,WCE,DEF,393500,-13300,76.0026213661428,115,84,86,0.777777777777778,0,0,21,4,71.6,79.8,0.705419227721035,9.2,1.6,71,83,0.855421686746988,1.33333333333333,16.6666666666667,0.298861,0,0,0,0,0,0,,71.6,62.5,77.6666666666667,84,96.3333333333333,83.7,0,0
Zac Fisher,NTH,DEF,458000,0,88.4604843346719,91,95,85,0.826086956521739,0,0,20,20,95,85,0.826086956521739,0,3,90,77,1.16883116883117,0,23,0.110449,0,0,0,0,0,0,,95,95,,38,54,54,0,0
Massimo D'Ambrosio,HAW,MID,423400,-15500,81.7776617189958,89,53,85,0.460869565217391,0,0,0,0,72.2,78.4,0.711129427022188,0,0,75.6666666666667,82.3333333333333,0.919028340080972,0,0,1.79317,0,0,0,0,0,0,77,53,56,83,91,66.6666666666667,66.6666666666667,0,0
Kieren Briggs,GWS,RUC,476300,3300,91.9950408048127,77,84,77,0.865979381443299,77,-6,0,0,73.75,60.5,0.838118796261615,65.75,0,96.6666666666667,76.6666666666667,1.26086956521739,83.6666666666667,0,1.32918,3.8,11,30,3.8,11,30,65.3333333333333,99,56,91.5,95,87,87,0,0
Tom Liberatore,WBD,MID,589800,-9800,113.917016726178,124,101,82,0.94392523364486,86,6,0,0,119.6,82.4,1.12510548562644,81,0,112,83,1.34939759036145,82.3333333333333,0,7.77852,8.7,11,20,-6.3,-9,-10,126.5,115,121,117.5,87,121,96.1428571428571,0,0
Will Setterfield,ESS,MID,462300,0,89.2910085325738,92,110,78,1.07843137254902,69,69,0,0,110,78,1.07843137254902,69,0,98,75,1.30666666666667,46,0,0.184623,0,0,0,0,0,0,110,,,110,82,81.6666666666667,81.6666666666667,0,0
Sam Docherty,CAR,MID,414100,-17600,79.98141170958,108,67,81,0.663366336633663,0,0,0,0,71.6,73.8,0.923482905402726,3.4,0,72.6666666666667,85.3333333333333,0.8515625,0,0,0.449375,0,0,0,0,0,0,67,72.75,69.6666666666667,74.5,,,,0,0
Nick Vlastuin,RIC,DEF,421400,-6500,81.3913713943903,111,96,83,0.941176470588235,0,0,17,-13,80,82,0.755225059761503,0,3.2,80.3333333333333,81.3333333333333,0.987704918032787,0,22.3333333333333,0.563614,0,0,0,0,0,0,101,74.75,94,59,111,106.333333333333,95.1,0,0
Will Brodie,FRE,MID,191800,0,37.0452421296726,38,,,,0,0,0,0,,,,,,70.3333333333333,62.6666666666667,1.12234042553191,63.3333333333333,0,0.365997,0,0,0,0,0,0,,,,,92,,,0,0
Karl Amon,HAW,DEF,497000,-19800,95.9931456644802,125,79,86,0.681034482758621,0,0,62,62,97.2,83.2,0.906060004448334,0,5,88,83.3333333333333,1.056,0,49,2.74768,0.2,0,0,0,0,0,101.75,79,100.5,95,66,70.6666666666667,71.3636363636364,0,0
Jacob Hopper,RIC,MID,462200,31700,89.2716940163436,47,118,69,1.38823529411765,74,0,0,0,93.8,76,0.976179110105581,76.8,0,109.666666666667,74.6666666666667,1.46875,75,0,0.408769,0.1,0,0,0.1,0,0,82,96.75,106.333333333333,75,89,85.6666666666667,100.888888888889,0,0
Jake Lloyd,SYD,DEF/MID,430300,-8900,83.110363338885,80,59,87,0.536363636363636,0,0,17,17,78.2,86.6,0.727568848866019,0,0.6,80.6666666666667,85.3333333333333,0.9453125,0,8.66666666666667,0.907954,0,0,0,0,0,0,91.5,69.3333333333333,74.5,80.6666666666667,76,79.3333333333333,83.3076923076923,0,0
Dylan Moore,HAW,FWD,456100,-18200,88.0935085262966,143,101,84,0.885964912280702,51,51,0,0,85.2,85.8,0.763690349016064,18,0,80.6666666666667,83.6666666666667,0.964143426294821,21.3333333333333,0,6.98155,0.1,0,0,0,0,0,81.25,101,89,82.6666666666667,103,83.6666666666667,79.2,0,0
James Sicily,HAW,DEF,509000,-12600,98.3108876121135,132,102,93,0.80952380952381,0,0,8,8,96.8,94.8,0.78877948068303,0,2.6,94.3333333333333,95.6666666666667,0.986062717770035,0,17,7.0828,0.9,1,0,-0.6,1,0,95.5,102,95.5,97.6666666666667,89,97,80.9,0,0
Darcy Cameron,COL,RUC,546700,-2800,105.592460230928,126,119,77,1.22680412371134,84,6,0,0,112,77.8,1.11439328585914,78,0,107.333333333333,79.3333333333333,1.35294117647059,80.3333333333333,0,6.75037,0.9,1,0,0.4,1,0,99,164,94.6666666666667,138,144,86.3333333333333,75.4,0,0
Sean Darcy,FRE,RUC,529400,0,102.25104892309,106,76,63,0.987012987012987,74,74,0,0,76,63,0.987012987012987,74,0,90.6666666666667,76.6666666666667,1.18260869565217,76.3333333333333,0,0.224687,0.1,0,0,0.1,0,0,76,,,76,112,81.3333333333333,89,0,0
Matt Roberts,SYD,DEF,470200,-5900,90.8168553147658,93,79,83,0.752380952380952,0,0,25,-50,98,90.6,0.858081048567659,0,3,90.3333333333333,89.6666666666667,1.00743494423792,0,48.3333333333333,39.7518,73.5,86,90,-3.90000000000001,11,30,96,99.3333333333333,109.5,90.3333333333333,85,85,85,0,0
James Worpel,HAW,MID,470400,0,90.8554843472263,143,85,69,0.913978494623656,60,60,0,0,68.5,56.5,0.913958944314759,52.5,0,66,63.3333333333333,1.04210526315789,62,0,0.214401,0,0,0,0,0,0,52,85,,68.5,110,111.666666666667,88.7777777777778,0,0
