Player,Team,Position,Price,SeasonPriceChange,PriceChg,PricedAt,BreakEven,LastScore,LastTG,LastPPM,LastCBA,CBAchg,LastKI,KIchg,SeasAvg,SeasTG,SeasPPM,SeasCBA,SeasKI,Last3Score,Last3TG,Last3PPM,Last3CBA,Last3KI,OwnershipTotal,OwnershipTop1000,OwnershipTop100,OwnershipTop10,OwnershipTop1000Chg,OwnershipTop100Chg,OwnershipTop10Chg,WinAvg,LossAvg,HomeAvg,AwayAvg,OppLastScore,OppLast3Score,OppCareer,ReservesAvg,ReservesLast
Noah Anderson,GCS,MID,567200,-7700,-8800,109.5519333,124,113,82,1.027272727,81,-9,0,0,115,85,1.053016964,82,0,108,86.66666667,1.246153846,84.66666667,0,8.04706,8.2,3,0,1.4,1,0,115,,102,119.3333333,128,131.3333333,134.8,0,0
Max Gawn,MEL,RUC,582000,-86900,4400,112.4104816,81,145,82,1.355140187,85,-1,0,0,110.2,83.6,1.044028736,85.2,0,118.3333333,83.66666667,1.414342629,82.33333333,0,18.9782,39.6,42,40,16.6,21,40,,110.2,120.6666667,94.5,95,102.3333333,113.0909091,0,0
Harry Sheezel,NTH,DEF/MID,570000,-65600,-3300,110.0927397,95,102,85,0.886956522,72,32,0,0,104.4,87,0.922805433,49.8,0.2,111.6666667,87,1.283524904,47.33333333,2.666666667,61.2287,84.7,78,70,1.9,-8,10,81,110.25,109,97.5,138,125.6666667,125.6666667,0,0
Dayne Zorko,BRL,DEF,591700,-3400,-25500,114.2839897,177,82,76,0.82,0,0,54,-19,117.2,83.2,1.074204949,0,5.2,103.6666667,82.66666667,1.254032258,0,61.33333333,21.6572,46,50,60,-12.7,-7,0,117.2,,135.5,105,108,109,112.2666667,0,0
Patrick Cripps,CAR,MID,505400,-89900,-28600,97.61556257,132,114,81,1.117647059,56,-22,0,0,96.4,80.8,0.932306633,74.6,0,84.66666667,80.66666667,1.049586777,70.33333333,0,12.3351,2.3,1,0,0.3,0,0,114,92,102,88,114,109.3333333,103.6363636,0,0
Jack Steele,STK,MID,548300,-36900,-36900,105.9014898,142,80,73,0.869565217,68,68,0,0,88.66666667,77.66666667,0.899598662,77.33333333,0,88.66666667,77.66666667,1.141630901,77.33333333,0,0.679477,0,0,0,0,0,0,106,80,93,80,84,104.3333333,104,0,0
Zach Merrett,ESS,MID,613600,-7500,5100,118.5138686,137,124,85,1.127272727,77,77,0,0,116,86,1.06040239,64.75,0,125,84.66666667,1.476377953,68,0,9.61825,7.5,7,10,4.4,6,10,115,117,125.5,106.5,135,133,114.6923077,0,0
Adam Treloar,WBD,MID,628200,0,0,121.3337879,125,,,,0,0,0,0,,,,,,102.6666667,80.33333333,1.278008299,69.66666667,0,0.161883,0,0,0,0,0,0,,,,,151,98.33333333,100.8,0,0
Nic Martin,ESS,DEF/FWD,516500,0,-12900,99.75947382,113,108,95,0.870967742,0,0,0,0,90.25,94.75,0.745802228,0,0,95.66666667,94.66666667,1.01056338,0,0,4.00864,0.2,0,0,0,0,0,98,82.5,89.5,91,112,97.66666667,102.2,0,0
Josh Dunkley,BRL,MID,579900,-22400,-23600,112.0048768,144,88,78,0.862745098,86,18,0,0,119.4,82.8,1.095837375,81.2,0,102.3333333,80.33333333,1.273858921,80.33333333,0,11.0021,12.4,14,0,-4.2,-8,-20,119.4,,111,125,108,101,94,0,0
Nasiah Wanganeen-Milera,STK,DEF,567500,23800,16100,109.6098769,83,133,79,1.33,6,6,29,-13,115,83.8,1.08088844,1.8,4.6,122,82.33333333,1.481781377,2,35.66666667,12.7076,24.6,27,30,6.4,7,20,115.3333333,114.5,118.6666667,109.5,69,65,65,0,0
Matt Crouch,ADE,MID,513700,-54900,-26900,99.21866738,188,72,63,0.87804878,62,62,0,0,86.5,68.25,0.947416339,67,0,87.33333333,66,1.323232323,62.66666667,0,0.276122,0,0,0,0,0,0,91.33333333,72,67.66666667,143,86,119,109.375,0,0
Jai Newcombe,HAW,MID,548000,18300,8700,105.8435463,134,104,79,0.971962617,77,77,0,0,102.6,81.4,0.985721802,77.6,0,114,78.33333333,1.455319149,77.66666667,0,3.20735,0.6,0,0,0.3,0,0,102.25,104,85,114.3333333,65,67.66666667,75,0,0
Jordan Dawson,ADE,MID,532700,-17600,-22800,102.8884254,134,60,87,0.530973451,81,1,0,0,101.4,82.4,0.95062018,74.6,0,93.33333333,83.33333333,1.12,81,0,14.713,22.3,15,30,-8.6,-17,-40,107.6666667,92,86.33333333,124,94,105.6666667,97.11111111,0,0
Matt Rowell,GCS,MID,559100,8800,1200,107.9874575,134,126,81,1.155963303,86,3,0,0,118.25,82,1.116766481,80.5,0,112,83,1.34939759,81.66666667,0,13.2614,7.6,8,10,1.2,1,-20,118.25,,74,133,113,119.3333333,105.6,0,0
Caleb Serong,FRE,MID,589200,-34200,-1300,113.8011268,107,103,79,1.051020408,81,-9,0,0,110.2,81.4,1.062162366,79.8,0,116.6666667,81,1.440329218,80.66666667,0,26.6311,17.9,14,0,-7,-13,-10,116.6666667,100.5,120.5,103.3333333,140,111.6666667,98.85714286,0,0
Lachie Neale,BRL,MID,553800,-92100,-23800,106.9637882,111,90,88,0.782608696,86,-2,0,0,93,85.8,0.826377629,77,0,97,86.66666667,1.119230769,77,0,24.2381,12,4,10,-3.7,-5,10,93,,102,87,123,116.3333333,100.9333333,0,0
Colby McKercher,NTH,DEF/MID,379400,-97500,-32700,73.27927274,125,22,60,0.275,0,0,0,0,58.8,74.8,0.590198107,0.6,0,57.33333333,73,0.785388128,1,0,3.32971,0,0,0,-0.1,0,0,56,59.5,52.66666667,68,94,84,84,0,0
Tim Taranto,RIC,MID,473100,-36300,5700,91.37697399,85,101,86,0.943925234,81,5,0,0,86.2,85.6,0.790563562,81.8,0,97.33333333,83.33333333,1.168,81.33333333,0,0.658361,0,0,0,0,0,0,69,90.5,89,82,105,98,91.2,0,0
Reilly O'Brien,ADE,RUC,428200,-74500,-23200,82.70475642,121,67,82,0.626168224,81,1,0,0,75.2,84.6,0.677763862,86,0,72.33333333,84,0.861111111,85,0,0.57769,0,0,0,0,0,0,80.33333333,67.5,77,72.5,94,94.66666667,90.57142857,0,0
Brodie Grundy,SYD,RUC,530400,-44000,2400,102.4441915,82,122,78,1.232323232,72,-5,0,0,99,75.8,1.048119844,77.8,0,107,72.66666667,1.472477064,72.33333333,0,0.838653,0.1,0,0,0.1,0,0,99.5,98.66666667,87,107,89,85.66666667,103.8,0,0
Zak Butters,PTA,MID,648900,0,0,125.3318927,146,135,81,1.23853211,66,-7,0,0,121,77.5,1.188414991,69.5,0,119,77.33333333,1.538793103,62.33333333,0,1.17595,0.1,0,0,0.1,0,0,135,107,121,,132,96.33333333,94.25,0,0
Marcus Bontempelli,WBD,MID,681000,0,0,131.5318522,136,,,,0,0,0,0,,,,,,119.3333333,82.66666667,1.443548387,77.33333333,0,2.10123,0,0,0,0,0,0,,,,,125,143.6666667,108.1538462,0,0
Tom Mitchell,COL,MID,395200,0,0,76.33096622,79,,,,0,0,0,0,,,,,,87,68,1.279411765,64.66666667,0,0.139144,0,0,0,0,0,0,,,,,121,88.33333333,118.7272727,0,0
Josh Daicos,COL,MID/DEF,449100,-33500,-20600,86.74149021,118,59,82,0.567307692,0,0,17,-3,83.4,85.8,0.75870237,0,1.8,78,84.66666667,0.921259843,0,15.66666667,1.94476,0.1,0,0,0.1,0,0,80.5,95,79.33333333,89.5,93,95.66666667,84.75,0,0
Jack Sinclair,STK,DEF/MID,642200,50000,2600,124.0378201,158,108,88,0.964285714,13,9,43,-7,125.6,84.2,1.169517929,8,5,129.3333333,85.33333333,1.515625,5.666666667,52.33333333,20.6025,30.2,30,40,-3.4,-15,-30,141.6666667,101.5,138.3333333,106.5,73,110,74.7,0,0
Luke Davies-Uniacke,NTH,MID,504700,-83300,-20000,97.48036096,97,101,85,0.885964912,83,13,0,0,92.8,84.8,0.847126239,75.8,0,89.33333333,83.66666667,1.067729084,77.33333333,0,4.8029,1.6,0,0,0.8,-1,0,108,89,104.3333333,75.5,97,88.66666667,74.71428571,0,0
Toby Nankervis,RIC,RUC,548000,-46000,4600,105.8435463,115,125,82,1.237623762,89,7,0,0,103.2,81.8,0.990311924,82,0,111.6666667,80.33333333,1.390041494,85,0,2.5636,2.4,0,0,0.3,-1,0,114,100.5,108.6666667,95,106,69.66666667,69.66666667,0,0
Tim English,WBD,RUC,523200,-58700,-7400,101.0535464,94,112,87,0.98245614,83,6,0,0,94.2,81.2,0.900018089,76.8,0,100,81.66666667,1.224489796,77.66666667,0,5.09418,0.9,0,0,0.3,0,0,69.5,110.6666667,94.33333333,94,114,101.3333333,83.5,0,0
Sam Flanders,GCS,DEF/MID,581900,-59600,-59600,112.3911671,171,93,77,0.894230769,14,-19,0,0,82.66666667,75,0.846489621,29.33333333,0,82.66666667,75,1.102222222,29.33333333,0,2.28153,0,0,0,0,0,0,82.66666667,,84,82,161,103,80.4,0,0
Oscar McInerney,BRL,RUC,469800,-47500,-35700,90.73959497,119,48,81,0.448598131,83,-2,0,0,82.75,80,0.78878716,84,0,73.66666667,80.33333333,0.917012448,84.66666667,0,1.2615,0,0,0,0,0,0,82.75,,59,90.66666667,131,113,85.9,0,0
Rory Laird,ADE,MID/DEF,511500,-49600,-14700,98.79374803,149,99,77,0.98019802,0,0,0,0,94.2,78.2,0.908955591,0,0.2,93.66666667,75.66666667,1.237885463,0,0,0.592309,0.3,2,0,0,2,0,104.6666667,78.5,108,73.5,113,104.6666667,94.30769231,0,0
Jarrod Witts,GCS,RUC,554100,-27200,-29300,107.0217317,158,73,81,0.669724771,75,-12,0,0,106.5,83.5,0.982701846,81.25,0,94,83.66666667,1.123505976,80.33333333,0,2.63724,0.2,0,0,0,-1,0,106.5,,100,108.6666667,121,108.3333333,97.4,0,0
George Hewett,CAR,MID,571100,74600,25100,110.3051994,84,132,80,1.32,70,14,0,0,120,78,1.20924481,66.2,0,127.6666667,80,1.595833333,66.33333333,0,1.97346,2,0,0,1.6,0,0,132,117,127,109.5,109,100,91.18181818,0,0
Lloyd Meek,HAW,RUC,529500,-28100,-2000,102.2703609,93,105,86,0.897435897,94,94,0,0,103.4,83,0.96871135,90.6,0,104.3333333,82,1.272357724,92,0,7.30261,2.2,1,0,0.9,-1,0,103,105,98,107,114,82.66666667,87,0,0
Hugh McCluggage,BRL,MID,620700,92200,33700,119.8851992,80,135,80,1.285714286,69,-2,0,0,127.8,80.8,1.20686297,71.2,0,142.3333333,82.66666667,1.721774194,68.33333333,0,3.87166,1.9,1,0,1.4,1,0,127.8,,134,123.6666667,123,108.6666667,92.25,0,0
Isaac Heeney,SYD,MID,541800,-87400,-20200,104.6460463,112,118,84,1.113207547,75,5,0,0,99.6,83.6,0.949699842,77.4,0,96.66666667,82.66666667,1.169354839,74,0,5.87057,0,0,0,-0.2,0,0,86,108.6666667,104,96.66666667,75,94.66666667,97.125,0,0
Jayden Short,RIC,DEF,437500,-4800,9900,84.50100638,72,103,77,1.095744681,0,0,33,3,86.4,83.6,0.815109765,0,3.8,92.66666667,82.33333333,1.125506073,0,30,15.9891,12.6,6,10,2.7,-1,10,83,87.25,90.66666667,80,115,113,94,0,0
Touk Miller,GCS,MID,567700,15100,1100,109.6485059,125,106,83,0.946428571,67,10,0,0,117.25,80,1.143194291,52.5,0,113.6666667,82.33333333,1.380566802,50.66666667,0,1.93718,0.8,3,0,0.6,3,0,117.25,,108,120.3333333,100,117,92.1,0,0
Darcy Parish,ESS,MID,481400,0,0,92.98007879,96,,,,0,0,0,0,,,,,,91.33333333,75.33333333,1.212389381,68,0,0.152138,0,0,0,0,0,0,,,,,148,134.3333333,101.5714286,0,0
James Rowbottom,SYD,MID,474300,-35000,-12300,91.60874818,120,89,79,0.89,72,-1,0,0,87.6,74.4,0.949072617,64.6,0,87.66666667,77,1.138528139,66.66666667,0,0.232267,0,0,0,0,0,0,87,88,87.5,87.66666667,53,61.66666667,63.16666667,0,0
Jordan Ridley,ESS,DEF,508900,-43700,-43700,98.29157062,112,106,86,0.946428571,0,0,33,33,77,73.33333333,0.81553182,0,3,77,73.33333333,1.05,0,30.33333333,0.418514,0,0,0,0,0,0,96,39,86,72.5,84,104.6666667,102.8,0,0
Jordon Sweet,PTA,RUC,471000,-7400,1000,90.97136916,90,114,87,0.966101695,94,9,0,0,94.6,84.6,0.875080206,83.2,0,94.33333333,85.66666667,1.101167315,83.33333333,0,1.88521,0.1,0,0,0,0,0,107,86.33333333,97,91,108,108,108,0,0
Jye Caldwell,ESS,MID,519900,13600,0,100.4161674,109,,,,0,0,0,0,110.3333333,74.33333333,1.164907534,70.33333333,0,110.3333333,74.33333333,1.484304933,70.33333333,0,0.878717,0.1,0,0,0,0,0,84,123.5,101,129,115,74.33333333,75.5,0,0
Ollie Wines,PTA,MID,506200,-29200,-19300,97.7700787,138,70,63,0.813953488,51,-3,0,0,94.8,72.6,1.024214306,59.6,0,90,72.66666667,1.23853211,57.33333333,0,0.321601,0,0,0,0,0,0,87,100,89.33333333,103,133,96.33333333,103.6153846,0,0
Chad Warner,SYD,MID/FWD,499400,-60300,-24700,96.45669163,163,81,91,0.704347826,44,11,0,0,90,81.6,0.875161336,48.8,0,85.66666667,79.33333333,1.079831933,48.33333333,0,3.68704,0.1,0,0,-0.2,0,0,88,91.33333333,96.5,85.66666667,79,91.66666667,91.66666667,0,0
Tom Stewart,GEE,DEF,483500,-37500,0,93.38568363,162,,,,0,-5,0,-50,75.66666667,58.33333333,0.866334816,18.33333333,2.333333333,75.66666667,58.33333333,1.297142857,18.33333333,24,4.82347,2.1,2,0,0.1,2,0,109,9,109,9,115,102,93.81818182,0,0
Jack Viney,MEL,MID,386300,-87900,-25000,74.61197432,108,69,75,0.704081633,54,-1,0,0,65.2,76.4,0.674164179,63,0,63,76,0.828947368,60.33333333,0,0.334595,0,0,0,0,0,0,,65.2,64.33333333,66.5,67,75,99.91666667,0,0
Jordan Clark,FRE,DEF,547700,-16000,-10900,105.7856027,122,104,89,0.945454545,0,0,20,-2,107.6,88.8,0.957590306,0,2,103,88.33333333,1.166037736,0,23.66666667,9.0633,38.3,43,40,4.6,9,0,103,114.5,111.5,105,113,102,86.42857143,0,0
Dan Houston,COL,DEF,562900,-12700,0,108.7214091,152,,,,0,0,0,-20,105.3333333,79.66666667,1.059888642,0,2.333333333,105.3333333,79.66666667,1.322175732,0,24.33333333,7.81967,0.3,0,0,-1.3,-1,0,105.3333333,,117.5,81,102,110.6666667,87.44444444,0,0
Christian Petracca,MEL,MID/FWD,483200,-73000,-12300,93.32774008,101,96,86,0.857142857,65,15,0,0,88.8,86.2,0.815212068,59.2,0,89.33333333,85.66666667,1.042801556,55.66666667,0,8.12557,7,6,10,3.7,6,10,,88.8,91.33333333,85,85,113.6666667,101.1,0,0
Connor Rozee,PTA,MID,498700,-30700,-12500,96.32149002,85,137,83,1.212389381,0,-69,14,14,107,83,1.000076243,56.6,0.2,92.33333333,83.33333333,1.108,50,4.666666667,22.6171,59.2,67,80,1.8,17,30,133.5,89.33333333,114.3333333,96,108,98.33333333,89.16666667,0,0
Bailey Dale,WBD,DEF,516800,-11300,-29800,99.81741737,131,68,85,0.612612613,0,0,50,-7,105.4,84.4,0.973653632,0,5.4,86.33333333,84.66666667,1.019685039,0,46.66666667,15.2885,17.7,19,0,-1.5,2,-10,104,106.3333333,112,95.5,175,125.3333333,98.625,0,0
Will Ashcroft,BRL,MID,538200,97000,33800,103.9507237,80,112,80,1.066666667,50,-3,0,0,111,81.4,1.055746306,55.8,0,126,80.33333333,1.56846473,59,0,22.6545,43.5,60,70,6.6,6,20,111,,120,105,92,83.5,83.5,0,0
Clayton Oliver,MEL,MID,469600,18000,-9900,90.70096594,97,86,81,0.811320755,73,-4,0,0,97.4,80.2,0.961815566,73.2,0,88,78.66666667,1.118644068,74,0,60.919,95.5,96,90,0.2,0,0,,97.4,86.33333333,114,79,79,105.1111111,0,0
Hayden Young,FRE,MID,546100,0,0,105.4765705,146,79,69,0.929411765,33,33,0,0,79,69,0.929411765,33,0,84.33333333,67.66666667,1.246305419,47,0,0.213318,0,0,0,0,0,0,79,,,79,109,104,99,0,0
Josh Kelly,GWS,MID,513600,-24900,-1100,99.19935286,84,115,85,1.074766355,65,20,0,0,105.4,83,0.984422246,56.6,0,101.6666667,83,1.224899598,51,0,0.977255,0,0,0,-0.1,0,0,111.25,82,120,95.66666667,94,96,99.07692308,0,0
Lachlan Sholl,ADE,MID,325000,-133500,-58100,62.77217617,131,15,45,0.254237288,0,0,0,0,52,77.4,0.490342853,0,0,32.33333333,72.33333333,0.447004608,0,0,0.105576,0,0,0,0,0,0,65.66666667,31.5,45,62.5,82,52.66666667,53,0,0
Elliot Yeo,WCE,MID,564700,0,0,109.0690704,112,,,,0,0,0,0,,,,,,94.33333333,72.33333333,1.304147465,76.33333333,0,0.048186,0,0,0,0,0,0,,,,,139,105.6666667,91.72727273,0,0
Mason Redman,ESS,DEF,458000,-17700,-7000,88.46048211,77,86,87,0.761061947,0,0,44,44,86,87.5,0.777008312,6.75,4.75,87.33333333,86,1.015503876,0,46.33333333,0.442878,0,0,0,0,0,0,98.5,73.5,88,84,78,97,96.125,0,0
Tim Kelly,WCE,MID,462700,-51600,0,89.36826435,150,,,,0,-72,0,0,74,78.5,0.730144238,70,0,80,80,1,70.66666667,0,0.192203,0,0,0,0,0,0,,74,62.5,85.5,128,113.3333333,80,0,0
Max Holmes,GEE,DEF/MID,542400,8500,13200,104.7619334,105,147,83,1.348623853,68,-14,20,20,112.4,79,1.12101703,68.2,0.6,115.3333333,81.33333333,1.418032787,73.33333333,10,27.5461,37.8,43,40,13,15,0,114.6666667,109,98.5,121.6666667,82,93.66666667,77,0,0
Liam Duggan,WCE,DEF,393500,-70400,-13300,76.00261946,77,84,86,0.777777778,0,0,21,4,71.6,79.8,0.705419228,9.2,1.6,71,83,0.855421687,1.333333333,16.66666667,0.298861,0,0,0,0,0,0,,71.6,62.5,77.66666667,84,96.33333333,83.7,0,0
Zac Fisher,NTH,DEF,458000,0,0,88.46048211,94,95,85,0.826086957,0,0,20,20,95,85,0.826086957,0,3,90,77,1.168831169,0,23,0.110449,0,0,0,0,0,0,,95,95,,38,54,54,0,0
Massimo D'Ambrosio,HAW,MID,423400,-49100,-15500,81.77765966,135,53,85,0.460869565,0,0,0,0,72.2,78.4,0.711129427,0,0,75.66666667,82.33333333,0.91902834,0,0,1.79317,0,0,0,0,0,0,77,53,56,83,91,66.66666667,66.66666667,0,0
Kieren Briggs,GWS,RUC,476300,-40000,3300,91.99503849,94,84,77,0.865979381,77,-6,0,0,73.75,60.5,0.838118796,65.75,0,96.66666667,76.66666667,1.260869565,83.66666667,0,1.32918,3.9,11,30,3.8,11,30,65.33333333,99,56,91.5,95,87,87,0,0
Tom Liberatore,WBD,MID,589800,28100,-9800,113.9170139,149,101,82,0.943925234,86,6,0,0,119.6,82.4,1.125105486,81,0,112,83,1.34939759,82.33333333,0,7.77852,9.9,11,20,-5.6,-9,-10,126.5,115,121,117.5,87,121,96.14285714,0,0
Will Setterfield,ESS,MID,462300,0,0,89.29100629,80,110,78,1.078431373,69,69,0,0,110,78,1.078431373,69,0,98,75,1.306666667,46,0,0.184623,0,0,0,0,0,0,110,,,110,82,81.66666667,81.66666667,0,0
Sam Docherty,CAR,MID,414100,-73800,-17600,79.9814097,98,67,81,0.663366337,0,0,0,0,71.6,73.8,0.923482905,3.4,0,72.66666667,85.33333333,0.8515625,0,0,0.449375,0,0,0,0,0,0,67,72.75,69.66666667,74.5,,,,0,0
Nick Vlastuin,RIC,DEF,421400,-70700,-6500,81.39136935,71,96,83,0.941176471,0,0,17,-13,80,82,0.75522506,0,3.2,80.33333333,81.33333333,0.987704918,0,22.33333333,0.563614,0,0,0,0,0,0,101,74.75,94,59,111,106.3333333,95.1,0,0
Will Brodie,FRE,MID,191800,0,0,37.0452412,38,,,,0,0,0,0,,,,,,70.33333333,62.66666667,1.122340426,63.33333333,0,0.365997,0,0,0,0,0,0,,,,,92,,,0,0
Karl Amon,HAW,DEF,497000,3100,-19800,95.99314325,139,79,86,0.681034483,0,0,62,62,97.2,83.2,0.906060004,0,5,88,83.33333333,1.056,0,49,2.74768,0.2,0,0,0,0,0,101.75,79,100.5,95,66,70.66666667,71.36363636,0,0
Jacob Hopper,RIC,MID,462200,26600,31700,89.27169177,39,118,69,1.388235294,74,0,0,0,93.8,76,0.97617911,76.8,0,109.6666667,74.66666667,1.46875,75,0,0.408769,0.1,0,0,0.1,0,0,82,96.75,106.3333333,75,89,85.66666667,100.8888889,0,0
Jake Lloyd,SYD,DEF/MID,430300,-14100,-8900,83.11036125,99,59,87,0.536363636,0,0,17,17,78.2,86.6,0.727568849,0,0.6,80.66666667,85.33333333,0.9453125,0,8.666666667,0.907954,0,0,0,0,0,0,91.5,69.33333333,74.5,80.66666667,76,79.33333333,83.30769231,0,0
Dylan Moore,HAW,FWD,456100,-70600,-18200,88.09350631,87,101,84,0.885964912,51,51,0,0,85.2,85.8,0.763690349,18,0,80.66666667,83.66666667,0.964143426,21.33333333,0,6.98155,0.1,0,0,0,0,0,81.25,101,89,82.66666667,103,83.66666667,79.2,0,0
James Sicily,HAW,DEF,509000,-23900,-12600,98.31088514,120,102,93,0.80952381,0,0,8,8,96.8,94.8,0.788779481,0,2.6,94.33333333,95.66666667,0.986062718,0,17,7.0828,1,1,0,-0.6,1,0,95.5,102,95.5,97.66666667,89,97,80.9,0,0
Darcy Cameron,COL,RUC,546700,-19800,-2800,105.5924576,117,119,77,1.226804124,84,6,0,0,112,77.8,1.114393286,78,0,107.3333333,79.33333333,1.352941176,80.33333333,0,6.75037,0.9,1,0,0.4,1,0,99,164,94.66666667,138,144,86.33333333,75.4,0,0
Sean Darcy,FRE,RUC,529400,0,0,102.2510464,142,76,63,0.987012987,74,74,0,0,76,63,0.987012987,74,0,90.66666667,76.66666667,1.182608696,76.33333333,0,0.224687,0.1,0,0,0.1,0,0,76,,,76,112,81.33333333,89,0,0
Matt Roberts,SYD,DEF,470200,35400,-5900,90.81685303,125,79,83,0.752380952,0,0,25,-50,98,90.6,0.858081049,0,3,90.33333333,89.66666667,1.007434944,0,48.33333333,39.7518,82.3,86,90,1.2,11,30,96,99.33333333,109.5,90.33333333,85,85,85,0,0
James Worpel,HAW,MID,470400,0,0,90.85548206,144,85,69,0.913978495,60,60,0,0,68.5,56.5,0.913958944,52.5,0,66,63.33333333,1.042105263,62,0,0.214401,0,0,0,0,0,0,52,85,,68.5,110,111.6666667,88.77777778,0,0
Willem Drew,PTA,MID,431700,-56100,-20900,83.38076447,99,109,86,0.939655172,89,77,0,0,83,77.6,0.834390092,59.8,0,74.33333333,78.66666667,0.944915254,49.66666667,0,0.199782,0,0,0,0,0,0,116,61,94,66.5,163,89.66666667,94,0,0
Blake Acres,CAR,MID,386900,-113700,0,74.72786142,83,,,,0,0,0,-7,59.25,83,0.562872343,0,0.25,59,84.66666667,0.696850394,0,2.333333333,0.419597,0,0,0,0,0,0,,59.25,27,91.5,41,72.66666667,79.16666667,0,0
Jarrod Berry,BRL,MID,404800,-44500,-21400,78.18515973,100,68,84,0.618181818,0,0,0,0,77.6,79.6,0.747055975,0,0,68.66666667,78,0.88034188,0,0,0.299944,0,0,0,0,0,0,77.6,,79,76.66666667,13,59.33333333,78,0,0
Bailey Scott,NTH,MID,357000,-40100,0,68.95282121,140,,,,0,0,0,0,63,81.5,0.586033878,0,0,51.33333333,81.66666667,0.628571429,0,0,0.260421,0,0,0,0,0,0,81,57,53.5,72.5,125,79,88.33333333,0,0
Ed Langdon,MEL,MID,454800,22500,22400,87.84241761,72,119,100,0.915384615,0,0,0,0,90.8,95,0.755519812,10.4,0,103,97.33333333,1.058219178,1,0,0.205196,0,0,0,0,0,0,,90.8,100.6666667,76,82,71,78.5,0,0
Andrew McGrath,ESS,DEF,414000,-100000,-42100,79.96209518,136,77,82,0.726415094,0,0,11,11,62.75,82,0.593404502,0.5,0.75,59,81,0.728395062,0.666666667,6.333333333,0.40173,0,0,0,0,0,0,55.5,70,50,75.5,93,78.33333333,74.11111111,0,0
Daniel Rioli,GCS,DEF,523600,23200,3700,101.1308044,84,66,81,0.605504587,0,0,0,0,102.5,80.25,0.987142464,0,0.25,106.3333333,79.66666667,1.334728033,0,2.333333333,3.55872,0.5,1,0,0.2,1,0,102.5,,163,82.33333333,,,,0,0
