Season,Round,player_id,Player,squad_id,Team,Position,af_cost,af_be,sc_cost,minutes_played,SC,AF,matchId,TOG,CBA,KI,CBA_PERC,KI_PERC,TeamCBA,TeamKI,team.name,venue.name,result,sc_be,sc_OwnershipTotal,sc_OwnershipTop1000,sc_OwnershipTop100,sc_OwnershipTop10,af_OwnershipTotal,af_OwnershipTop1000,af_OwnershipTop100,af_OwnershipTop10,af_magic_number,sc_magic_number,af_priced_at,sc_priced_at,Opposition,home_status
2025,1,CD_I290528,Max Gawn,90,MEL,RUC,1017000,138,668900,108,129,127,CD_M20250140108,83,24,0,92,0,26,11,Melbourne,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,101.44428046443,128.181353640485,GWS GIANTS,home
2025,1,CD_I1023518,Harry Sheezel,100,NTH,DEF,1090000,119,635600,115,106,114,CD_M20250140105,85,17,0,52,0,33,11,North Melbourne,Marvel Stadium,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,108.725924981543,121.800072318571,Western Bulldogs,away
2025,1,CD_I261224,Dayne Zorko,20,BRL,DEF,1114000,137,595100,106,139,112,CD_M20250140104,80,0,4,0,44,28,9,Brisbane Lions,SCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,111.119890302238,114.039054494622,Sydney Swans,away
2025,1,CD_I990704,Patrick Cripps,30,CAR,MID,919000,138,595300,105,120,102,CD_M20250140101,80,19,0,79,0,24,4,Carlton,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,91.6689220715945,114.077380508567,Richmond,away
2025,1,CD_I296205,Jack Steele,130,STK,MID,1047000,123,585200,104,80,77,CD_M20250140107,80,30,0,86,0,35,8,St Kilda,Adelaide Oval,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,104.436737115299,112.141916804323,Adelaide Crows,away
2025,1,CD_I992016,Zach Merrett,50,ESS,MID,1114000,115,621100,117,89,96,CD_M20250140102,90,18,0,55,0,33,8,Essendon,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,111.119890302238,119.021436307528,Hawthorn,away
2025,1,CD_I291790,Adam Treloar,140,WBD,MID,1129000,123,628200,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,112.616118627672,120.38200980259,,
2025,1,CD_I1012013,Nic Martin,50,ESS,DEF,1002000,146,566000,125,74,106,CD_M20250140102,95,0,0,0,0,33,8,Essendon,MCG,L,0,0,0,0,0,,,,,10025.2078810554,5218.38770618767,99.9480521389964,108.462619465562,Hawthorn,away
2025,1,CD_I993834,Josh Dunkley,20,BRL,MID,1125000,118,602300,122,173,130,CD_M20250140104,92,22,0,79,0,28,9,Brisbane Lions,SCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,112.217124407556,115.418790996657,Sydney Swans,away
2025,1,CD_I1015507,Nasiah Wanganeen-Milera,130,STK,DEF,1019000,112,543700,108,96,113,CD_M20250140107,83,1,3,3,38,35,8,St Kilda,Adelaide Oval,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,101.643777574488,104.189268910647,Adelaide Crows,away
2025,1,CD_I297401,Matt Crouch,10,ADE,MID,1006000,133,568600,98,84,89,CD_M20250140107,75,28,0,80,0,35,12,Adelaide Crows,Adelaide Oval,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,100.347046359112,108.960857646853,St Kilda,home
2025,1,CD_I1020895,Jai Newcombe,80,HAW,MID,921000,88,529700,108,81,88,CD_M20250140102,83,26,0,79,0,33,13,Hawthorn,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,91.8684191816524,101.506447934467,Essendon,home
2025,1,CD_I992242,Jordan Dawson,10,ADE,MID,1113000,120,550300,109,103,126,CD_M20250140107,83,21,0,60,0,35,12,Adelaide Crows,Adelaide Oval,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,111.020141747209,105.454027370846,St Kilda,home
2025,1,CD_I1009208,Matt Rowell,1000,GCS,MID,995000,108,550300,102,137,108,CD_M20250140109,79,24,0,77,0,31,7,Gold Coast SUNS,Optus Stadium,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,99.2498122537938,105.454027370846,West Coast Eagles,away
2025,1,CD_I1009420,Caleb Serong,60,FRE,MID,987000,98,623400,104,102,85,CD_M20250140103,77,24,0,71,0,34,9,Fremantle,GMHBA Stadium,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,98.4518238135623,119.4621854679,Geelong Cats,away
2025,1,CD_I293535,Lachie Neale,20,BRL,MID,933000,87,645900,112,41,37,CD_M20250140104,84,21,0,75,0,28,9,Brisbane Lions,SCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,93.0654018419997,123.773862036761,Sydney Swans,away
2025,1,CD_I1024272,Colby McKercher,100,NTH,DEF,758000,89,476900,106,66,72,CD_M20250140105,78,0,0,0,0,33,11,North Melbourne,Marvel Stadium,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,75.6094047119354,91.3883802528738,Western Bulldogs,away
2025,1,CD_I998172,Tim Taranto,120,RIC,MID,896000,99,509400,115,69,89,CD_M20250140101,88,20,0,83,0,24,15,Richmond,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,89.3747053059289,97.6163575190058,Carlton,home
2025,1,CD_I297523,Reilly O'Brien,10,ADE,RUC,860000,120,502700,111,82,98,CD_M20250140107,85,32,0,91,0,35,12,Adelaide Crows,Adelaide Oval,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,85.7837573248871,96.332436051834,St Kilda,home
2025,1,CD_I293957,Brodie Grundy,160,SYD,RUC,901000,111,574400,108,87,95,CD_M20250140104,81,24,0,86,0,28,14,Sydney Swans,SCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,89.8734480810736,110.07231205127,Brisbane Lions,home
2025,1,CD_I1006121,Zak Butters,110,PTA,MID,1069000,127,648900,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,106.631205325935,124.348752245942,,
2025,1,CD_I297373,Marcus Bontempelli,140,WBD,MID,1101000,120,681000,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,109.823159086861,130.500077484183,,
2025,1,CD_I291856,Tom Mitchell,40,COL,MID,829000,91,395200,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,82.6915521189901,75.7322035561663,,
2025,1,CD_I1005054,Josh Daicos,40,COL,MID,942000,104,482600,113,88,99,CD_M20250140106,88,0,2,0,22,31,9,Collingwood,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,93.9631388372601,92.4806716503185,Port Adelaide,home
2025,1,CD_I994389,Jack Sinclair,130,STK,DEF/MID,1055000,106,592200,112,95,90,CD_M20250140107,85,8,2,23,25,35,8,St Kilda,Adelaide Oval,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,105.23472555553,113.483327292413,Adelaide Crows,away
2025,1,CD_I1002267,Luke Davies-Uniacke,100,NTH,MID,894000,104,588000,116,88,84,CD_M20250140105,86,24,0,73,0,33,11,North Melbourne,Marvel Stadium,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,89.1752081958711,112.678480999559,Western Bulldogs,away
2025,1,CD_I298174,Toby Nankervis,120,RIC,RUC,979000,120,594000,111,114,123,CD_M20250140101,85,19,0,79,0,24,15,Richmond,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,97.6538353733308,113.828261417922,Carlton,home
2025,1,CD_I1004592,Tim English,140,WBD,RUC,992000,101,581900,107,58,73,CD_M20250140105,79,25,0,76,0,33,13,Western Bulldogs,Marvel Stadium,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,98.950566588707,111.509537574224,North Melbourne,home
2025,1,CD_I1009260,Sam Flanders,1000,GCS,DEF/MID,1053000,129,641500,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,105.035228445472,122.930689729961,,
2025,1,CD_I1005521,Oscar McInerney,20,BRL,RUC,858000,97,517300,105,110,85,CD_M20250140104,79,23,0,82,0,28,9,Brisbane Lions,SCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,85.5842602148293,99.1302350698503,Sydney Swans,away
2025,1,CD_I293222,Rory Laird,10,ADE,MID,958000,128,561100,108,101,107,CD_M20250140107,83,0,0,0,0,35,12,Adelaide Crows,Adelaide Oval,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,95.5591157177231,107.523632123899,St Kilda,home
2025,1,CD_I291975,Jarrod Witts,1000,GCS,RUC,990000,112,581300,107,144,125,CD_M20250140109,83,26,0,84,0,31,7,Gold Coast SUNS,Optus Stadium,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,98.7510694786491,111.394559532387,West Coast Eagles,away
2025,1,CD_I294036,George Hewett,30,CAR,MID,979000,77,496500,90,94,101,CD_M20250140101,69,15,0,62,0,24,4,Carlton,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,97.6538353733308,95.1443296195257,Richmond,away
2025,1,CD_I1000980,Lloyd Meek,80,HAW,RUC,862000,102,557600,113,78,63,CD_M20250140102,86,30,0,91,0,33,13,Hawthorn,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,85.983254434945,106.852926879854,Essendon,home
2025,1,CD_I1000978,Hugh McCluggage,20,BRL,MID,971000,67,528500,100,80,60,CD_M20250140104,76,23,0,82,0,28,9,Brisbane Lions,SCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,96.8558469330993,101.276491850794,Sydney Swans,away
2025,1,CD_I298539,Isaac Heeney,160,SYD,MID,959000,131,629200,117,103,103,CD_M20250140104,88,23,0,82,0,28,14,Sydney Swans,SCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,95.6588642727521,120.573639872317,Brisbane Lions,home
2025,1,CD_I992049,Jayden Short,120,RIC,DEF,859000,76,442300,119,83,85,CD_M20250140101,91,0,7,0,47,24,15,Richmond,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,85.6840087698582,84.7579798403147,Carlton,home
2025,1,CD_I298272,Touk Miller,1000,GCS,MID,961000,102,552600,94,128,95,CD_M20250140109,73,18,0,58,0,31,7,Gold Coast SUNS,Optus Stadium,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,95.8583613828099,105.894776531218,West Coast Eagles,away
2025,1,CD_I993817,Darcy Parish,50,ESS,MID,940000,103,481400,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,93.7636417272022,92.2507155666459,,
2025,1,CD_I1006126,James Rowbottom,160,SYD,MID,800000,88,509300,81,88,75,CD_M20250140104,61,16,0,57,0,28,14,Sydney Swans,SCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,79.7988440231508,97.5971945120331,Brisbane Lions,home
2025,1,CD_I1001026,Jordan Ridley,50,ESS,DEF,774000,120,552600,56,39,26,CD_M20250140102,43,0,2,0,25,33,8,Essendon,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,77.2053815923984,105.894776531218,Hawthorn,away
2025,1,CD_I992330,Jordon Sweet,110,PTA,RUC,833000,96,478400,103,90,96,CD_M20250140106,81,26,0,84,0,31,10,Port Adelaide,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,83.0905463391058,91.6758253574645,Collingwood,away
2025,1,CD_I1006103,Jye Caldwell,50,ESS,MID,1043000,105,506300,98,129,146,CD_M20250140102,75,22,0,67,0,33,8,Essendon,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,104.037742895183,97.0223043028517,Hawthorn,away
2025,1,CD_I294318,Ollie Wines,110,PTA,MID,929000,106,535400,89,100,97,CD_M20250140106,70,19,0,61,0,31,10,Port Adelaide,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,92.6664076218839,102.598739331912,Collingwood,away
2025,1,CD_I1012014,Chad Warner,160,SYD,MID,901000,124,559700,109,78,66,CD_M20250140104,83,15,0,54,0,28,14,Sydney Swans,SCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,89.8734480810736,107.255350026281,Brisbane Lions,home
2025,1,CD_I291800,Tom Stewart,70,GEE,DEF,805000,103,521000,105,100,95,CD_M20250140103,77,17,2,50,22,34,9,Geelong Cats,GMHBA Stadium,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,80.2975867982955,99.8392663278407,Fremantle,home
2025,1,CD_I291902,Jack Viney,90,MEL,MID,800000,117,474200,100,58,82,CD_M20250140108,77,18,0,69,0,26,11,Melbourne,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,79.7988440231508,90.8709790646105,GWS GIANTS,home
2025,1,CD_I1006152,Jordan Clark,60,FRE,DEF,907000,105,563700,117,107,81,CD_M20250140103,87,0,0,0,0,34,9,Fremantle,GMHBA Stadium,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,90.4719394112472,108.02187030519,Geelong Cats,away
2025,1,CD_I994295,Dan Houston,40,COL,DEF,884000,118,575600,99,132,92,CD_M20250140106,78,0,3,0,33,31,9,Collingwood,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,88.1777226455817,110.302268134943,Port Adelaide,home
2025,1,CD_I298210,Christian Petracca,90,MEL,MID,882000,108,556200,114,98,95,CD_M20250140108,88,21,0,81,0,26,11,Melbourne,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,87.9782255355238,106.584644782236,GWS GIANTS,home
2025,1,CD_I1001299,Connor Rozee,110,PTA,MID,1039000,123,529400,107,128,112,CD_M20250140106,84,21,0,68,0,31,10,Port Adelaide,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,103.638748675067,101.448958913549,Collingwood,away
2025,1,CD_I996708,Bailey Dale,140,WBD,DEF,905000,113,528100,118,127,104,CD_M20250140105,87,0,6,0,46,33,13,Western Bulldogs,Marvel Stadium,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,90.2724423011894,101.199839822903,North Melbourne,home
2025,1,CD_I1023517,Will Ashcroft,20,BRL,MID,870000,67,441200,115,73,66,CD_M20250140104,87,14,0,50,0,28,9,Brisbane Lions,SCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,86.7812428751765,84.5471867636148,Sydney Swans,away
2025,1,CD_I996701,Clayton Oliver,90,MEL,MID,903000,68,451600,108,93,84,CD_M20250140108,83,19,0,73,0,26,11,Melbourne,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,90.0729451911315,86.5401394887771,GWS GIANTS,home
2025,1,CD_I1009256,Hayden Young,60,FRE,MID,953000,104,546100,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,95.0603729425784,104.649181077992,,
2025,1,CD_I296347,Josh Kelly,1010,GWS,MID,977000,113,538500,110,90,98,CD_M20250140108,84,15,0,58,0,26,8,GWS GIANTS,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,97.4543382632729,103.192792548066,Melbourne,away
2025,1,CD_I1006136,Lachlan Sholl,10,ADE,MID,735000,124,458500,117,86,78,CD_M20250140107,90,0,0,0,0,35,12,Adelaide Crows,Adelaide Oval,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,73.3151879462698,87.8623869698943,St Kilda,home
2025,1,CD_I292128,Elliot Yeo,150,WCE,MID,933000,102,564700,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,93.0654018419997,108.213500374917,,
2025,1,CD_I997078,Mason Redman,50,ESS,DEF,823000,92,475700,120,82,82,CD_M20250140102,92,9,4,27,50,33,8,Essendon,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,82.0930607888164,91.1584241692012,Hawthorn,away
2025,1,CD_I295898,Tim Kelly,150,WCE,MID,773000,119,514300,94,56,63,CD_M20250140109,74,21,0,68,0,31,16,West Coast Eagles,Optus Stadium,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,77.1056330373695,98.5553448606688,Gold Coast SUNS,home
2025,1,CD_I1015889,Max Holmes,70,GEE,DEF/MID,946000,115,533900,99,125,106,CD_M20250140103,74,21,0,62,0,34,9,Geelong Cats,GMHBA Stadium,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,94.3621330573758,102.311294227321,Fremantle,home
2025,1,CD_I298268,Liam Duggan,150,WCE,DEF,771000,103,463900,86,70,71,CD_M20250140109,67,13,0,42,0,31,16,West Coast Eagles,Optus Stadium,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,76.9061359273116,88.8971893464209,Gold Coast SUNS,home
2025,1,CD_I999827,Zac Fisher,100,NTH,DEF,846000,92,458000,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,84.387277554482,87.7665719350308,,
2025,1,CD_I1005144,Massimo D'Ambrosio,80,HAW,MID,736000,88,472500,87,47,45,CD_M20250140102,66,0,0,0,0,33,13,Hawthorn,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,73.4149365012988,90.5452079460743,Essendon,home
2025,1,CD_I1008436,Kieren Briggs,1010,GWS,RUC,782000,94,516300,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,78.0033700326299,98.9386050001231,,
2025,1,CD_I290799,Tom Liberatore,140,WBD,MID,1018000,87,561700,110,120,108,CD_M20250140105,81,26,0,79,0,33,13,Western Bulldogs,Marvel Stadium,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,101.544029019459,107.638610165735,North Melbourne,home
2025,1,CD_I998215,Will Setterfield,50,ESS,MID,833000,91,462300,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,83.0905463391058,88.5905812348575,,
2025,1,CD_I295518,Sam Docherty,30,CAR,MID,750000,58,487900,35,67,56,CD_M20250140101,27,4,0,17,0,24,4,Carlton,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,74.8114162717039,93.4963110198723,Richmond,away
2025,1,CD_I294674,Nick Vlastuin,120,RIC,DEF,734000,97,492100,114,101,85,CD_M20250140101,87,0,5,0,33,24,15,Richmond,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,73.2154393912409,94.3011573127263,Carlton,home
2025,1,CD_I998129,Will Brodie,60,FRE,MID,481000,53,191800,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,47.9790549689194,36.7546473736657,,
2025,1,CD_I297354,Karl Amon,80,HAW,DEF,927000,118,493900,109,122,111,CD_M20250140102,84,0,4,0,31,33,13,Hawthorn,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,92.466910511826,94.6460914382352,Essendon,home
2025,1,CD_I993903,Jacob Hopper,120,RIC,MID,796000,75,435600,104,82,81,CD_M20250140101,79,20,0,83,0,24,15,Richmond,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,79.3998498030351,83.4740583731428,Carlton,home
2025,1,CD_I295342,Jake Lloyd,160,SYD,DEF/MID,819000,59,444400,120,84,71,CD_M20250140104,90,0,0,0,0,28,14,Sydney Swans,SCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,81.6940665687007,85.1604029867417,Brisbane Lions,home
2025,1,CD_I1006314,Dylan Moore,80,HAW,FWD,826000,121,526700,124,94,97,CD_M20250140102,94,3,0,9,0,33,13,Hawthorn,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,82.3923064539032,100.931557725285,Essendon,home
2025,1,CD_I297566,James Sicily,80,HAW,DEF,844000,111,532900,126,109,88,CD_M20250140102,96,0,5,0,38,33,13,Hawthorn,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,84.1877804444241,102.119664157594,Essendon,home
2025,1,CD_I990291,Darcy Cameron,40,COL,RUC,1017000,98,566500,92,74,69,CD_M20250140106,72,25,0,81,0,31,9,Collingwood,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,101.44428046443,108.558434500426,Port Adelaide,home
2025,1,CD_I998145,Sean Darcy,60,FRE,RUC,798000,87,529400,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,79.599346913093,101.448958913549,,
2025,1,CD_I1012210,Matt Roberts,160,SYD,DEF,842000,87,434800,118,95,81,CD_M20250140104,89,0,3,0,21,28,14,Sydney Swans,SCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,83.9882833343662,83.3207543173611,Brisbane Lions,home
2025,1,CD_I1002222,James Worpel,80,HAW,MID,774000,99,470400,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,77.2053815923984,90.1427847996473,,
2025,1,CD_I1000972,Willem Drew,110,PTA,MID,785000,106,487800,101,69,58,CD_M20250140106,79,21,0,68,0,31,10,Port Adelaide,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,78.3026156977168,93.4771480128996,Collingwood,away
2025,1,CD_I296294,Blake Acres,30,CAR,MID,788000,89,500600,103,60,92,CD_M20250140101,78,0,0,0,0,24,4,Carlton,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,78.6018613628036,95.930012905407,Richmond,away
2025,1,CD_I998133,Jarrod Berry,20,BRL,MID,899000,110,449300,112,88,104,CD_M20250140104,85,0,0,0,0,28,9,Brisbane Lions,SCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,89.6739509710158,86.0993903284047,Sydney Swans,away
2025,1,CD_I1006058,Bailey Scott,100,NTH,MID,724000,114,397100,110,98,79,CD_M20250140105,81,0,0,0,0,33,11,North Melbourne,Marvel Stadium,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,72.2179538409515,76.0963006886479,Western Bulldogs,away
2025,1,CD_I298264,Ed Langdon,90,MEL,MID,806000,88,432300,130,74,83,CD_M20250140108,100,1,0,4,0,26,11,Melbourne,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,80.3973353533245,82.8416791430433,GWS GIANTS,home
2025,1,CD_I998102,Andrew McGrath,50,ESS,DEF,807000,128,514000,111,74,106,CD_M20250140102,85,0,1,0,12,33,8,Essendon,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,80.4970839083534,98.4978558397507,Hawthorn,away
2025,1,CD_I1000981,Daniel Rioli,1000,GCS,DEF,827000,79,500400,105,91,78,CD_M20250140109,82,0,0,0,0,31,7,Gold Coast SUNS,Optus Stadium,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,82.4920550089322,95.8916868914616,West Coast Eagles,away
2025,1,CD_I1023266,Finn Callaghan,1010,GWS,MID,822000,98,441600,101,104,92,CD_M20250140108,78,18,0,69,0,26,8,GWS GIANTS,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,81.9933122337875,84.6238387915057,Melbourne,away
2025,1,CD_I1008550,Will Day,80,HAW,MID,844000,93,491300,106,77,77,CD_M20250140102,81,24,0,73,0,33,13,Hawthorn,MCG,W,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,84.1877804444241,94.1478532569446,Essendon,home
2025,1,CD_I1011640,Jason Horne-Francis,110,PTA,MID/FWD,851000,78,537000,96,83,82,CD_M20250140106,75,24,0,77,0,31,10,Port Adelaide,MCG,L,0,0,0,0,0,0,0,0,0,10025.2078810554,5218.38770618767,84.8860203296267,102.905347443475,Collingwood,away
